Simulation	const ed num Emergency Room	const mipw time Treatment LOS[mbed2]	const mipw time Treatment LOS[mbed3]	const sipw time Treatment LOS[mbed2]	const sipw time Treatment LOS[mbed3]	const surg num PostOp Beds	edMeanValue ppd	init L MEDBED AVAIL[mbed1]	init L MEDBED AVAIL[mbed2]	init L MEDBED AVAIL[mbed3]	init L SURGBED AVAIL[mbed1]	init L SURGBED AVAIL[mbed2]	init L SURGBED AVAIL[mbed3]	init L SURGERY OR AVAIL	isuMeanValue ppd	osuMeanValue ppd	f1pcntEDLWBS	f2pcntEDRMBLKD	f3timeEDdischarge	f4timeEDadmission	f5pcntSUcompletion	f6timeSUcompletion	f7numICUoccupy	f8numPCUoccupy	f9numACUoccupy	yOEE1avail	yOEE1c	yOEE1perf	yOEE1qual
210	23	26.946	125.472	24.966	54.432	9	39.29	8	11	25	9	9	25	6	6.256	15.28	0.221202714	0.739473429	4.937914286	86.21311429	0.99992	2.758968571	31357900	10571842.86	919586.8571	0.188326857	0.056584257	0.683511857	0.445334714
211	16	20.79	142.368	32.67	54.24	8	25.97	5	11	43	11	8	49	6	19.152	12.144	0	0.010799343	3.541097143	4.540488571	0.574664143	14.03991429	26821285.71	2505462.857	13990300	0.988540714	0.814335571	1.218327143	0.681831429
212	19	18.45	98.976	29.07	102.048	11	30.65	10	14	26	10	10	22	4	13.232	15.6	0	0.010733114	3.521315714	4.520402857	0.437483143	16.67497143	32927914.29	15096314.29	263.9388757	0.98859	0.815454571	1.221952857	0.680486143
213	17	29.286	120.096	21.654	126.816	5	34.43	13	7	39	14	7	32	2	15.856	6.928	0	0.013475357	3.510207143	4.509182857	0.527533143	14.44471429	33358728.57	176347.7143	47793.18571	0.985681429	0.813463857	1.223571429	0.679858571
214	23	32.958	88.8	23.598	115.488	4	28.07	7	10	37	7	9	18	3	19.344	14.832	0	0.00812008	3.558128571	4.55777	0.591312714	2.92935	31511128.57	13988728.57	4676540	0.991378857	0.816013	1.215592857	0.682938714
215	22	33.03	124.32	19.422	84.768	4	46.49	10	14	49	5	9	35	4	8.592	17.808	0	0.014060129	3.503181429	4.501987143	0.981031429	4.71122	25241700	5712984.286	1151248.571	0.985048	0.813325429	1.224687143	0.679447429
216	10	31.554	89.184	31.482	137.76	10	24.77	6	10	20	14	8	50	6	10.384	4.496	0	0.0164805	3.572	4.571817143	0.99992	2.770524286	30776985.71	3458932.857	361022.7143	0.982583571	0.808137857	1.213291429	0.683865714
217	11	20.178	119.712	28.026	91.296	9	27.17	8	12	35	7	6	18	5	10.736	5.616	0	0.016433929	3.562028571	4.561731429	0.722967286	2.77371	31206900	10791257.14	2059577.143	0.982618286	0.808683857	1.215022857	0.683226
218	12	28.026	139.296	21.33	142.368	11	26.09	13	6	15	7	10	50	4	16.4	18.256	0.361344429	0.757472	5.494645714	85.47524286	0.886343857	3.229845714	30520557.14	2833527.143	45880.52857	0.198632143	0.050569586	0.621734143	0.413549
219	20	33.066	97.824	19.782	52.512	9	28.73	10	12	33	11	10	18	3	17.552	14.672	0	0.009557649	3.556292857	4.555902857	0.766319714	3.374074286	30921371.43	8471487.143	2217471.429	0.989864571	0.814814714	1.215891429	0.682808857
220	12	19.962	85.92	25.29	62.88	8	32.69	13	14	44	8	8	20	4	5.264	6.864	0	0.018125014	3.54204	4.541412857	0.99992	2.777227143	33684057.14	14289885.71	13346642.86	0.980804571	0.808099714	1.218477143	0.681883857
221	23	33.138	69.984	35.154	126.24	6	28.55	12	6	14	13	12	38	6	8.656	10.128	0.034758443	0.601691714	4.005235714	78.26435714	0.99992	2.761797143	33700414.29	4529105.714	362984.2857	0.298029571	0.174071714	0.890125857	0.580148143
222	19	33.282	81.888	29.142	135.648	7	48.11	14	9	26	13	9	17	7	11.568	5.52	0.083771171	0.596891	4.364351429	42.24244286	0.279474286	72.82032857	36274442.86	9089538.571	2236347.143	0.333290143	0.129495286	0.792746429	0.493488286
223	10	21.258	63.264	18.774	120.288	12	32.81	5	5	39	15	9	16	4	4.432	7.792	0	0.021830114	3.52159	4.520747143	0.694806143	17.42835714	34686385.71	7709528.571	8951725.714	0.976839714	0.805886429	1.222471429	0.680333571
224	21	18.594	89.952	18.378	79.008	12	25.19	7	7	44	9	13	40	5	11.952	8.048	0	0.007980947	3.569897143	4.569687143	0.99992	2.760878571	26862042.86	6135727.143	14336871.43	0.991530857	0.815690714	1.213637143	0.683741143
225	22	24.75	81.696	32.562	58.656	5	47.27	9	12	32	13	13	13	6	10.512	9.424	0	0.0142961	3.476281429	4.475047143	0.417805286	35.49912857	33084771.43	12394057.14	22922.1	0.984755429	0.814857286	1.229715714	0.677817143
226	23	34.398	67.872	25.83	136.608	4	47.45	13	14	50	7	13	49	2	7.728	7.184	0	0.013726571	3.502577143	4.501348571	0.99992	3.253204286	29535957.14	9164731.429	6037975.714	0.985399	0.813600286	1.224641429	0.679438857
227	17	26.658	126.624	25.326	126.048	6	32.27	14	8	29	11	13	33	5	9.328	7.408	0	0.0126299	3.533828571	4.533121429	0.913157857	8.687967143	33107342.86	7365564.286	1049672.857	0.986597714	0.813384571	1.220107143	0.681264143
228	16	25.002	99.168	33.03	70.944	7	23.39	5	5	22	12	10	26	2	17.872	5.072	0	0.00972644	3.577832857	4.577811429	0.701157	3.722628571	28787900	687305.4286	213064.4286	0.989701143	0.813584857	1.212078571	0.684241714
229	11	26.694	92.256	24.678	65.184	2	26.99	7	14	32	6	11	38	4	14.32	19.184	0	0.016325114	3.537735714	4.5371	0.564272286	10.58344286	24919700	11005371.43	9148567.143	0.982697143	0.810061714	1.219155714	0.681742857
230	16	19.206	124.704	27.378	79.392	11	31.61	9	9	18	10	12	49	4	11.312	4.4	0.260871286	0.735320143	5.128852857	78.927	0.99992	2.771882857	29784757.14	7020348.571	3773881.429	0.207187	0.059239986	0.663883857	0.435596429
231	18	19.71	55.968	29.214	122.016	11	39.77	12	14	18	13	6	30	2	19.536	18.736	0	0.014708114	3.516972857	4.517135714	0.631061143	5.058108571	33271814.29	6061027.143	556369.1429	0.984388143	0.812018571	1.222271429	0.680332714
232	10	35.442	103.2	34.29	127.008	7	27.77	11	8	23	8	7	39	2	4.4	9.296	0	0.018476543	3.559602857	4.559265714	0.99992	2.956907143	34229814.29	7220355.714	3983715.714	0.980461143	0.806939286	1.215405714	0.683043
233	15	28.818	78.816	23.418	104.352	4	35.93	13	12	42	7	11	36	7	17.008	4.72	0	0.015937257	3.531782857	4.530992857	0.714071857	3.777175714	29484714.29	6904272.857	4180208.571	0.983106714	0.810348714	1.220111429	0.681182571
234	16	22.014	82.08	30.114	100.704	9	41.99	7	5	36	13	8	42	5	15.6	7.92	0	0.017727714	3.497572857	4.527118571	0.685326714	12.65034286	28209142.86	4345690	1135502.857	0.981258429	0.809279429	1.224857143	0.678550714
235	11	34.434	99.936	35.082	77.856	9	25.25	12	10	48	10	13	37	4	12.528	15.536	0	0.015272729	3.569841429	4.569642857	0.99992	2.96974	30348171.43	5574155.714	8970872.857	0.983852857	0.809331	1.213652857	0.683750714
236	17	19.494	130.656	18.738	116.448	7	24.29	12	8	42	7	7	27	4	7.088	15.76	0	0.009506554	3.573808571	4.573634286	0.99992	2.748914286	32717700	6648681.429	5731692.857	0.989928571	0.814007857	1.212848571	0.683959
237	8	27.162	56.928	28.998	123.168	4	28.79	5	8	35	8	6	42	3	12.144	12.112	0	0.0239442	3.528032857	4.527218571	0.558379429	14.3299	26938771.43	963540.4286	9101027.143	0.974624	0.803412571	1.220555714	0.680994286
238	14	30.51	108.192	25.362	87.072	10	31.01	12	14	30	11	8	22	3	8.944	15.088	0	0.014737557	3.53347	4.532747143	0.746929857	8.20743	33038171.43	9919522.857	339.6527714	0.984372143	0.811522429	1.220147143	0.681233
239	17	22.878	134.112	22.41	91.872	11	33.71	14	12	23	10	11	46	4	6.864	16.944	0.191434857	0.698659714	4.86177	68.80081429	0.99992	2.759427143	34395842.86	15063914.29	5475368.571	0.228276143	0.071857757	0.700225	0.454720571
240	12	26.622	57.888	22.518	93.792	3	32.93	7	9	41	9	15	49	4	7.536	4.944	0	0.018258114	3.541215714	4.540582857	0.99992	3.190792857	29227000	12500385.71	20002871.43	0.980662286	0.808006429	1.218608571	0.681824857
241	18	24.93	78.24	31.914	70.368	11	23.03	8	11	16	11	12	24	6	18.896	8.752	0	0.008512663	3.579104286	4.579131429	0.723330714	2.7581	30191900	9076180	114595.5	0.99098	0.814492	1.21181	0.684302857
242	13	34.578	93.024	35.982	109.92	2	26.33	8	9	17	12	12	38	4	4.592	4.368	0.005015996	0.399949429	3.67352	32.80891429	0.99992	3.357915714	34762800	15725814.29	4164498.571	0.530959	0.349789429	0.993100857	0.642497571
243	10	32.742	129.504	21.582	138.912	6	43.25	12	11	40	8	11	40	4	7.888	5.552	0	0.028776514	3.510981429	4.50985	0.99992	2.791544286	29991428.57	6129792.857	207292	0.969457714	0.799988	1.22351	0.679886143
244	23	19.314	93.408	31.842	131.808	2	20.27	7	15	27	9	11	27	3	5.008	16.112	0	0.005863693	3.575554286	4.57556	0.866787	7.527517143	33608785.71	23915357.14	5785012.857	0.993763714	0.816855714	1.212265714	0.684068429
245	18	22.698	71.712	21.006	122.208	4	46.73	15	11	35	8	14	32	6	13.2	15.696	0	0.017273214	3.487455714	4.486202857	0.562288429	14.82714286	31175100	8803481.429	135145.8571	0.981615286	0.811505	1.227654286	0.678476286
246	18	22.914	107.808	35.766	74.208	9	42.89	5	6	24	13	9	48	5	4.016	17.584	0.200285143	0.677911857	4.914955714	57.29424286	0.99992	2.75826	33106057.14	5369584.286	10697342.86	0.269747	0.084169814	0.700542429	0.450825429
247	18	31.914	106.08	32.958	115.68	9	34.67	5	13	39	7	10	49	6	18.384	14.384	0	0.012815343	3.535298571	4.534577143	0.801692	2.945614286	21150757.14	4416354.286	1466067.143	0.986405857	0.812911143	1.219441429	0.681441857
248	20	25.074	87.456	25.398	60.384	5	36.89	13	12	27	14	7	42	5	8.4	4.176	0	0.012272371	3.528947143	4.528105714	0.99992	2.791518571	33357900	4020277.143	7775870	0.986972571	0.813726286	1.22064	0.680988714
249	20	22.05	54.24	30.69	63.84	5	26.45	14	6	40	8	12	28	7	6.512	18.832	0	0.008799153	3.56426	4.563985714	0.99992	3.265381429	34042528.57	9135280	23155642.86	0.990666143	0.815261286	1.214624286	0.683374143
250	15	28.71	117.984	27.702	66.144	3	33.77	11	7	50	10	10	12	7	9.808	16.272	0	0.014979343	3.50702	4.505961429	0.361457714	33.576	34455471.43	8841525.714	5686642.857	0.984083857	0.812337714	1.224137143	0.679673
251	10	27.954	90.528	32.922	60.192	3	48.59	13	8	16	13	9	34	3	11.184	5.936	0.472293714	0.623659143	5.800002857	41.71445714	0.998753857	6.561942857	32656357.14	1418480	888670.2857	0.362620143	0.085754471	0.608582714	0.391154857
252	14	33.786	84.576	25.002	104.736	10	36.77	10	9	31	12	12	36	5	5.392	12.304	0	0.017474757	3.529207143	4.528351429	0.99992	2.766758571	33440342.86	10256600	4637830	0.981476429	0.809116714	1.220572857	0.681004286
253	20	34.614	53.856	18.63	53.28	5	38.15	11	10	16	6	6	25	6	19.824	19.568	0.010870263	0.479821143	3.718464286	41.2117	0.646082571	8.181117143	28462800	1220678.571	688689.7143	0.441697143	0.278942	0.966877571	0.621079571
254	10	33.21	79.2	29.466	127.968	7	26.51	7	8	40	12	5	46	4	8.88	14.896	0	0.017638257	3.536817143	4.536148571	0.608225857	14.09551429	32585171.43	1377970	13147557.14	0.981317429	0.808549	1.219125714	0.681527571
255	13	30.114	67.296	34.11	117.6	12	33.47	10	13	46	6	11	40	6	8.688	19.12	0	0.017130029	3.53925	4.538565714	0.99992	2.75286	28180185.71	9012317.143	7823967.143	0.981854429	0.808992857	1.218862857	0.681677857
256	24	29.502	64.608	21.978	134.496	9	39.47	5	13	16	15	12	38	3	5.296	12.08	0.157929571	0.730023857	4.722518571	81.84218571	0.99992	2.769614286	33203128.57	16678128.57	1217215.714	0.197441714	0.065068629	0.718252429	0.464065571
257	20	33.714	127.008	27.234	94.176	7	42.17	6	7	32	14	11	23	3	8.848	10.992	0.108433714	0.640414143	4.49268	54.7015	0.720690143	10.52392857	31586542.86	3976625.714	2236470	0.270131143	0.099215986	0.762934571	0.483573857
258	12	19.098	80.544	31.626	105.696	8	32.03	8	11	34	10	14	15	2	4.08	12.464	0	0.0177592	3.518441429	4.517495714	0.573165143	15.34188571	34248400	21264828.57	4148402.857	0.981150429	0.809609143	1.222841429	0.680214571
259	24	24.102	54.624	18.234	136.8	9	31.37	12	6	38	12	11	24	3	13.456	7.504	0	0.008696637	3.514952857	4.513997143	0.434823143	21.3539	34794357.14	8920042.857	6881437.143	0.990737143	0.817494286	1.222888571	0.680116286
260	9	18.486	79.968	34.65	93.6	4	49.49	14	12	24	15	10	20	5	17.776	14.768	0.082704371	0.267550286	4.471212857	11.96132857	0.287824143	29.86732857	35151685.71	9474598.571	2235378.571	0.723847571	0.305816571	0.855010571	0.496347143
261	14	32.634	123.936	32.058	78.24	10	21.35	12	8	35	6	7	28	5	13.52	11.504	0	0.0101464	3.583084286	4.583321429	0.823509143	2.825322857	31278357.14	2917898.571	5706511.429	0.989266714	0.812566429	1.210868571	0.684517429
262	15	27.198	59.04	27.99	141.024	7	47.21	12	11	20	12	6	46	4	5.808	13.456	0.044536571	0.496990286	4.142164286	28.40785714	0.99992	2.773767143	32924428.57	2038041.429	553852.5714	0.444863857	0.205652429	0.862366	0.534190143
263	14	24.066	136.608	20.97	50.016	6	47.93	12	8	38	13	12	18	3	4.88	6.512	0.0826956	0.486610857	4.402811429	27.1492	0.99992	2.796871429	33936685.71	7990787.143	84866.84286	0.453261429	0.180531571	0.803730429	0.497470857
264	10	22.842	71.136	25.902	75.36	9	45.35	13	12	39	12	6	20	2	16.464	4.752	0	0.030173771	3.505575714	4.504431429	0.606167429	3.37053	32725928.57	2484505.714	2168632.857	0.967961429	0.798955429	1.224207143	0.679621714
265	14	27.846	77.472	27.306	142.752	7	22.67	12	9	30	7	8	33	6	19.44	11.184	0	0.010773743	3.579158571	4.57919	0.622513429	3.112891429	32885814.29	8465805.714	3858755.714	0.988602714	0.812354429	1.211591429	0.684322143
266	17	23.238	64.8	35.586	81.696	5	27.65	10	9	19	9	8	35	5	12.368	9.136	0	0.010821629	3.543848571	4.543284286	0.841441429	10.04339	29458042.86	1110560	972977.1429	0.988519143	0.814259857	1.217994286	0.681986714
267	23	19.134	123.744	33.93	78.432	3	30.53	9	7	29	6	10	16	4	5.616	16.816	0	0.008831714	3.531551429	4.530822857	0.736325	11.2752	31114614.29	8368735.714	9594.277143	0.990607286	0.816825143	1.220335714	0.681189714
268	12	20.25	50.208	33.354	57.888	8	40.07	14	12	35	8	11	39	3	17.264	16.368	0	0.0222171	3.518911429	4.51791	0.871811857	3.977871429	27498242.86	1483327.143	7805034.286	0.976431571	0.805374571	1.222124286	0.680397571
269	13	18.234	140.064	31.014	136.416	9	22.19	7	13	25	7	14	46	6	9.744	14.736	0	0.011356871	3.580365714	4.580471429	0.99992	2.74932	27489557.14	15434428.57	488168.8571	0.987991571	0.811677571	1.21141	0.684322
270	13	24.606	59.808	24.066	61.152	8	40.25	10	14	44	9	14	44	6	9.104	6.256	0	0.020600171	3.518195714	4.517194286	0.99992	2.783658571	28966185.71	11447014.29	18832857.14	0.978147429	0.806881286	1.222387143	0.680319857
271	13	19.566	75.36	34.83	76.896	7	21.59	12	10	17	10	13	23	6	16.976	4.208	0	0.0110498	3.567772857	4.567701429	0.640640571	13.23071429	32867257.14	11528414.29	6519.694286	0.988304	0.812658857	1.213755714	0.683447714
272	10	25.47	115.296	28.818	133.536	7	38.99	8	6	22	13	15	24	4	4.048	11.92	0.250804429	0.560123714	5.150102857	33.43292857	0.99992	2.763802857	35021657.14	16278042.86	467814	0.412892	0.122357286	0.686459714	0.437326714
273	8	35.226	60	21.906	92.064	5	34.73	14	11	47	9	6	19	7	4.816	8.368	0	0.028884543	3.535504286	4.534765714	0.99992	2.775502857	34420042.86	7334417.143	13102214.29	0.96941	0.798800857	1.219497143	0.681419857
274	14	23.67	99.744	25.578	108.192	6	42.65	11	7	37	10	14	30	6	15.376	18.608	0	0.020269414	3.494785714	4.493592857	0.504677714	14.4846	30455628.57	4835920	6276.488571	0.978448286	0.808487429	1.226481429	0.678900857
275	13	20.574	115.488	29.898	100.128	10	43.55	14	9	41	14	5	28	2	13.872	17.968	0	0.022289371	3.485034286	4.483837143	0.313906429	19.18815714	34586414.29	414919.8571	662237.5714	0.976278857	0.807224429	1.228044286	0.678378714
276	23	26.37	141.024	28.134	113.568	12	49.13	8	13	43	14	7	25	3	12.112	8.144	0.014833386	0.458743429	3.73783	35.93585714	0.463951143	20.16385714	32239271.43	5141165.714	2237695.714	0.459086714	0.285499429	0.961836286	0.607639571
277	16	33.318	117.6	32.022	53.472	5	47.39	15	9	14	10	5	47	6	16.016	15.728	0.629721	0.824353286	5.966137143	115.7604286	0.377290714	25.07564286	35607985.71	4937045.714	16299800	0.155096143	0.033547814	0.573838143	0.379137857
278	24	22.194	122.592	34.686	97.248	10	30.29	14	14	28	14	12	31	4	16.624	17.744	0	0.008397197	3.534081429	4.533361429	0.611759714	8.925662857	33520300	10256971.43	447916	0.991067	0.817059286	1.219888571	0.681349
279	23	19.278	88.032	34.182	54.048	3	41.03	11	9	41	6	14	26	4	17.488	13.264	0	0.011869286	3.513002857	4.511934286	0.735856	5.42509	26734842.86	4682182.857	4042461.429	0.987378286	0.814897429	1.223267143	0.680031
280	17	19.35	72.48	28.566	121.248	2	25.85	6	12	18	13	11	33	7	10	18.48	0	0.010117143	3.539975714	4.539362857	0.596375857	16.45585714	31460071.43	12114242.86	55.55436714	0.989254857	0.815354143	1.218745714	0.681862571
281	9	18.774	101.088	35.478	76.704	6	20.99	9	11	37	9	6	13	7	15.056	19.312	0	0.015517343	3.565315714	4.5653	0.559385286	12.61991429	34691800	14190600	10641757.14	0.983591143	0.808978429	1.214448571	0.683206143
282	22	30.69	72.288	20.286	130.08	8	44.15	8	6	21	7	10	18	6	14	13.52	0.097122071	0.659085857	4.427641429	57.97808571	0.264924	42.30464286	31439985.71	7066104.286	2235354.286	0.260018286	0.097743457	0.774231714	0.487772714
283	17	25.182	130.08	19.098	72.288	4	35.57	8	9	45	13	11	40	5	10.544	14.48	0	0.013921457	3.533104286	4.532278571	0.99971	4.844452857	29791885.71	4204317.143	5651334.286	0.985234571	0.811999429	1.219818571	0.681258714
284	22	28.17	113.376	23.454	101.664	3	35.03	7	15	45	9	7	34	7	5.2	13.648	0	0.0105941	3.534628571	4.533862857	0.99992	4.504141429	30862585.71	12977885.71	7803745.714	0.988750714	0.814900714	1.219627143	0.681359286
285	14	30.006	130.848	29.754	138.336	9	47.51	5	5	30	7	8	19	4	16.24	4.688	0.266805143	0.618387571	5.142198571	41.79418571	0.371112143	23.15435714	30159957.14	4006858.571	2237197.143	0.348335429	0.100305714	0.677178857	0.431007143
286	17	29.898	119.328	27.018	57.504	6	37.79	14	9	28	5	12	45	3	9.616	9.744	0.0600832	0.583598143	4.246051429	45.58375714	0.99992	2.853254286	29329257.14	4915062.857	4209538.571	0.322475857	0.146073714	0.829459286	0.526460143
287	8	30.402	91.104	33.966	52.896	7	37.85	10	7	48	15	10	29	3	13.264	12.56	0	0.0314793	3.524868571	4.52392	0.976749143	4.674764286	29860914.29	307205.1429	5210434.286	0.966632714	0.796821429	1.22122	0.680611
288	23	33.606	75.936	27.27	49.248	9	47.87	11	7	12	11	7	34	3	15.952	11.728	0.549606286	0.842898286	5.887927143	136.4971429	0.604920857	11.2957	31825542.86	235057.5714	4360408.571	0.132449286	0.029150786	0.579243571	0.382329286
289	18	28.962	117.024	26.73	110.88	8	44.75	8	8	28	14	9	33	5	5.872	8.624	0.195718	0.664209143	4.893127143	53.83731429	0.99992	2.778725714	33249757.14	4878564.286	13310.47143	0.282935286	0.088814329	0.704071	0.451729143
290	10	33.93	136.224	28.386	102.432	7	37.25	15	14	32	14	9	20	2	6.064	17.648	0.0528657	0.421791	4.214824286	21.69035714	0.614423	10.1289	35821300	13013942.86	2237245.714	0.519381429	0.232490429	0.854053429	0.524146571
291	19	25.578	120.672	29.826	59.424	10	26.63	15	10	36	11	11	17	2	13.04	16.304	0	0.009325327	3.540097143	4.539455714	0.515355714	10.5155	34288171.43	9530830	2040082.857	0.990093714	0.815759857	1.218684286	0.681710429
292	16	20.214	126.048	18.27	119.328	9	29.33	14	13	14	14	6	33	3	12.432	16.176	0.391192286	0.796141429	5.53227	109.5028571	0.688904571	9.068227143	34551242.86	8981027.143	970159.7143	0.158429	0.039124286	0.613481286	0.405575286
293	9	18.702	118.176	33.318	104.928	5	46.91	12	9	18	7	11	13	7	18.928	8.56	0.476200571	0.601741286	5.770042857	38.28987143	0.244355571	52.71475714	36011014.29	20709342.86	2236880	0.382829	0.090534143	0.612168286	0.388294571
294	11	30.438	107.616	20.646	54.816	10	20.51	12	9	37	14	14	31	6	18	12.432	0	0.0124056	3.586064286	4.58638	0.950642286	2.751192857	30469400	4951420	7201285.714	0.986892714	0.810459429	1.210365714	0.684711571
295	13	20.826	124.512	26.55	48.096	8	36.47	8	14	21	14	7	35	6	15.792	17.52	0.261265571	0.666975857	5.137211429	52.58802857	0.562177143	13.7186	31357500	6289927.143	2816094.286	0.291740571	0.084194243	0.673437143	0.433681143
296	11	29.07	96.288	23.562	62.304	8	24.47	10	6	17	8	13	38	7	4.144	18.896	0	0.015183843	3.573068571	4.628355714	0.99992	2.744284286	34542571.43	16793957.14	14782871.43	0.984053143	0.806887571	1.210734286	0.683287
297	18	28.602	139.104	26.91	124.896	2	49.43	8	6	14	6	14	12	7	5.36	15.216	0.686057	0.856448	5.948904286	149.9794286	0.405020286	40.5616	35745542.86	26593714.29	2204944.286	0.121994	0.026442686	0.572529429	0.380572429
298	20	25.938	58.464	29.394	53.664	10	42.47	12	12	18	12	12	42	7	5.68	6.768	0.020147757	0.52025	3.852505714	40.7985	0.99992	2.789965714	33461528.57	11158771.43	10587714.29	0.396667714	0.231717714	0.931034	0.593162143
299	17	31.482	132.768	20.358	71.52	3	35.81	13	15	33	6	12	18	3	17.168	14.064	0	0.014108929	3.523914286	4.53831	0.641698	6.6119	30952985.71	14709342.86	1015391.143	0.985063857	0.811890429	1.221015714	0.680506286
300	16	25.83	64.416	22.95	71.328	11	33.53	6	6	45	12	8	37	6	19.024	5.008	0	0.013943286	3.519928571	4.519015714	0.685560857	13.58982857	26900914.29	890214.1429	11477442.86	0.985196	0.812629714	1.222014286	0.680453429
301	18	26.01	101.856	21.042	56.352	5	21.11	7	12	42	10	10	36	5	14.928	10.16	0	0.007803037	3.581637143	4.581794286	0.993649429	5.769067143	25923857.14	5304258.571	13470500	0.991731143	0.814690429	1.211147143	0.684406857
302	24	26.766	85.728	21.618	131.232	6	43.43	7	6	17	11	6	41	3	6.096	14.096	0.339745857	0.788763286	5.38089	101.8407143	0.99992	2.919318571	32339214.29	1329121.429	1820684.286	0.168713286	0.043735329	0.631831857	0.414621429
303	18	34.938	55.2	23.994	112.992	10	23.87	11	12	14	6	9	15	4	16.144	19.952	0	0.008823176	3.545907143	4.54553	0.359381	14.89104286	34571185.71	19961085.71	22764.65714	0.990626143	0.816076143	1.21825	0.681853714
304	17	24.678	116.448	33.894	120.672	3	20.15	13	11	39	10	9	44	7	6.704	15.984	0	0.007886229	3.587465714	4.587791429	0.99992	5.83368	35056100	13885657.14	14050614.29	0.991645857	0.814325571	1.210111429	0.684801286
305	22	19.386	114.336	26.802	111.84	8	36.53	13	5	31	11	8	28	6	7.024	10.256	0	0.011047786	3.530035714	4.529197143	0.99992	2.770587143	33183814.29	154343.2857	121456.4286	0.988266286	0.814734714	1.220435714	0.681057143
306	17	20.43	122.784	25.218	95.712	11	23.57	5	13	32	5	14	30	2	13.424	17.2	0	0.009224733	3.575635714	4.575505714	0.768773429	4.938462857	21537128.57	14861485.71	1530387.143	0.990227429	0.814127	1.212438571	0.684095571
307	13	28.458	103.776	21.222	74.592	8	46.07	7	15	25	9	10	26	5	9.36	11.568	0.225608286	0.583158714	5.041888571	36.39972857	0.99992	2.768407143	27305000	9987995.714	489392.1429	0.387082714	0.118091	0.697640714	0.443286571
308	23	32.058	130.272	35.874	113.184	3	43.97	10	10	26	14	13	32	6	15.824	19.376	0.317491714	0.766012286	5.262164286	91.21082857	0.433381	17.73508571	33248314.29	9086871.429	1884988.571	0.183017857	0.0486751	0.643255857	0.418505714
309	14	35.37	100.704	25.47	61.344	9	42.95	9	8	46	6	13	25	3	15.28	19.664	0	0.020411943	3.511882857	4.510757143	0.822430429	3.701111429	24816585.71	2881891.429	1918618.571	0.978332286	0.807305857	1.223324286	0.679947857
310	17	22.662	138.528	33.606	62.688	5	25.07	9	5	30	9	8	25	2	12.464	16.56	0	0.009811824	3.568561429	4.568328571	0.806472857	5.021598571	29824285.71	5300.77	820154	0.989602429	0.814107143	1.213695714	0.683711571
311	19	31.014	136.416	29.43	50.4	9	42.11	6	7	41	12	5	26	3	14.768	9.264	0	0.014746371	3.486991429	4.485788571	0.386707	22.90232857	30752628.57	284811.7143	1129068.571	0.984297714	0.813801286	1.227742857	0.678488
312	19	29.79	90.72	24.246	141.6	6	36.65	13	10	20	8	6	38	3	8.336	10.672	0.135230857	0.684617286	4.64099	64.88542857	0.998689143	4.473041429	31751771.43	2140014.286	812259.8571	0.238957286	0.082205414	0.735163714	0.472511714
313	12	23.634	122.976	34.974	138.144	7	48.35	9	11	16	14	12	39	4	16.176	6.448	0.579492	0.741816286	5.955408571	70.43708571	0.655237571	11.72367143	33145514.29	10992985.71	2239101.429	0.239987286	0.052955757	0.581896143	0.381202286
314	9	28.062	88.608	32.49	59.808	4	38.87	12	7	21	12	10	48	4	19.568	15.024	0.119349857	0.432012429	4.667114286	21.25965714	0.532776714	11.47091429	30022014.29	44282.22857	2843155.714	0.544301714	0.200721429	0.778940571	0.477727571
315	12	26.118	123.36	26.694	96.096	11	43.91	10	11	33	7	15	50	4	17.68	17.872	0.0616736	0.442855429	4.285168571	23.15851429	0.915033571	3.357715714	23511371.43	3621355.714	123517.7143	0.501602857	0.215861429	0.836226571	0.514953429
316	21	28.674	84.768	33.642	111.072	6	33.95	6	6	38	11	9	24	6	5.104	19.344	0	0.010756429	3.537731429	4.537021429	0.99992	2.7625	31736871.43	3664758.571	3316318.571	0.988582143	0.814644286	1.219108571	0.681574143
317	17	30.582	139.872	34.506	71.904	3	33.05	8	15	48	14	6	17	4	9.904	12.208	0	0.0129352	3.513214286	4.512267143	0.512917	19.61557143	33464014.29	9567568.571	1774255.714	0.986251857	0.813885571	1.223118571	0.680071857
318	15	26.046	65.376	26.01	125.472	2	44.93	15	6	14	10	11	47	4	10.704	11.408	0.346216571	0.702206143	5.438902857	58.33268571	0.810586	9.940164286	32679857.14	2210598.571	19976.62857	0.274999857	0.071564529	0.638537857	0.411813286
319	15	21.186	51.36	23.274	98.208	8	21.77	14	8	18	12	14	24	2	16.272	5.36	0	0.009656334	3.552488571	4.552034286	0.552595	13.6163	34721628.57	13534971.43	746353	0.989758143	0.814593143	1.216275714	0.682490286
320	20	31.266	121.248	28.926	87.84	11	24.53	9	11	29	14	12	36	3	13.936	18.672	0	0.008160387	3.573394286	4.57323	0.936512429	4.139591429	30321028.57	5364804.286	118300.0714	0.991345143	0.815268857	1.212907143	0.683973286
321	19	25.11	124.896	33.75	76.32	5	24.41	11	10	26	13	9	47	3	17.296	8.88	0	0.008547906	3.549788571	4.54927	0.666078571	10.45848571	31318685.71	1943934.286	3334372.857	0.990923286	0.815926571	1.216847143	0.682411286
