Simulation;const ed num Emergency Room;const mipw time Treatment LOS[mbed2];const mipw time Treatment LOS[mbed3];const sipw time Treatment LOS[mbed2];const sipw time Treatment LOS[mbed3];const surg num PostOp Beds;edMeanValue ppd;init L MEDBED AVAIL[mbed1];init L MEDBED AVAIL[mbed2];init L MEDBED AVAIL[mbed3];init L SURGBED AVAIL[mbed1];init L SURGBED AVAIL[mbed2];init L SURGBED AVAIL[mbed3];init L SURGERY OR AVAIL;isuMeanValue ppd;osuMeanValue ppd;f1pcntEDLWBS;f2pcntEDRMBLKD;f3timeEDdischarge;f4timeEDadmission;f5pcntSUcompletion;f6timeSUcompletion;f7numICUoccupy;f8numPCUoccupy;f9numACUoccupy;yOEE1avail;yOEE1c;yOEE1perf;yOEE1qual
307;13;28.458;103.776;21.222;74.592;8;46.07;7;15;25;9;10;26;5;9.36;11.568;0.225608286;0.583158714;5.041.888.571;3.639.972.857;0.99992;2.768.407.143;27305000;9.987.995.714;4.893.921.429;0.387082714;0.118091;0.697640714;0.443286571
308;23;32.058;130.272;35.874;113.184;3;43.97;10;10;26;14;13;32;6;15.824;19.376;0.317491714;0.766012286;5.262.164.286;9.121.082.857;0.433381;1.773.508.571;33248314.29;9.086.871.429;1.884.988.571;0.183017857;0.0486751;0.643255857;0.418505714
309;14;35.37;100.704;25.47;61.344;9;42.95;9;8;46;6;13;25;3;15.28;19.664;0;0.020411943;3.511.882.857;4.510.757.143;0.822430429;3.701.111.429;24816585.71;2.881.891.429;1.918.618.571;0.978332286;0.807305857;1.223.324.286;0.679947857
310;17;22.662;138.528;33.606;62.688;5;25.07;9;5;30;9;8;25;2;12.464;16.56;0;0.009811824;3.568.561.429;4.568.328.571;0.806472857;5.021.598.571;29824285.71;5300.77;820154;0.989602429;0.814107143;1.213.695.714;0.683711571
311;19;31.014;136.416;29.43;50.4;9;42.11;6;7;41;12;5;26;3;14.768;9.264;0;0.014746371;3.486.991.429;4.485.788.571;0.386707;2.290.232.857;30752628.57;2.848.117.143;1.129.068.571;0.984297714;0.813801286;1.227.742.857;0.678488
312;19;29.79;90.72;24.246;141.6;6;36.65;13;10;20;8;6;38;3;8.336;10.672;0.135230857;0.684617286;464.099;6.488.542.857;0.998689143;4.473.041.429;31751771.43;2.140.014.286;8.122.598.571;0.238957286;0.082205414;0.735163714;0.472511714
313;12;23.634;122.976;34.974;138.144;7;48.35;9;11;16;14;12;39;4;16.176;6.448;0.579492;0.741816286;5.955.408.571;7.043.708.571;0.655237571;1.172.367.143;33145514.29;10992985.71;2.239.101.429;0.239987286;0.052955757;0.581896143;0.381202286
314;9;28.062;88.608;32.49;59.808;4;38.87;12;7;21;12;10;48;4;19.568;15.024;0.119349857;0.432012429;4.667.114.286;2.125.965.714;0.532776714;1.147.091.429;30022014.29;4.428.222.857;2.843.155.714;0.544301714;0.200721429;0.778940571;0.477727571
315;12;26.118;123.36;26.694;96.096;11;43.91;10;11;33;7;15;50;4;17.68;17.872;0.0616736;0.442855429;4.285.168.571;2.315.851.429;0.915033571;3.357.715.714;23511371.43;3.621.355.714;1.235.177.143;0.501602857;0.215861429;0.836226571;0.514953429
316;21;28.674;84.768;33.642;111.072;6;33.95;6;6;38;11;9;24;6;5.104;19.344;0;0.010756429;3.537.731.429;4.537.021.429;0.99992;27.625;31736871.43;3.664.758.571;3.316.318.571;0.988582143;0.814644286;1.219.108.571;0.681574143
317;17;30.582;139.872;34.506;71.904;3;33.05;8;15;48;14;6;17;4;9.904;12.208;0;0.0129352;3.513.214.286;4.512.267.143;0.512917;1.961.557.143;33464014.29;9.567.568.571;1.774.255.714;0.986251857;0.813885571;1.223.118.571;0.680071857
318;15;26.046;65.376;26.01;125.472;2;44.93;15;6;14;10;11;47;4;10.704;11.408;0.346216571;0.702206143;5.438.902.857;5.833.268.571;0.810586;9.940.164.286;32679857.14;2.210.598.571;1.997.662.857;0.274999857;0.071564529;0.638537857;0.411813286
319;15;21.186;51.36;23.274;98.208;8;21.77;14;8;18;12;14;24;2;16.272;5.36;0;0.009656334;3.552.488.571;4.552.034.286;0.552595;136.163;34721628.57;13534971.43;746353;0.989758143;0.814593143;1.216.275.714;0.682490286
320;20;31.266;121.248;28.926;87.84;11;24.53;9;11;29;14;12;36;3;13.936;18.672;0;0.008160387;3.573.394.286;457.323;0.936512429;4.139.591.429;30321028.57;5.364.804.286;1.183.000.714;0.991345143;0.815268857;1.212.907.143;0.683973286
321;19;25.11;124.896;33.75;76.32;5;24.41;11;10;26;13;9;47;3;17.296;8.88;0;0.008547906;3.549.788.571;454.927;0.666078571;1.045.848.571;31318685.71;1.943.934.286;3.334.372.857;0.990923286;0.815926571;1.216.847.143;0.682411286
322;19;31.518;134.88;30.87;120.48;9;34.25;11;10;15;6;7;16;2;9.52;6.832;0.508415286;0.837438;578.544;1.426.891.429;0.469752571;2.265.907.143;35603771.43;18183942.86;2.237.597.143;0.125251286;0.028154986;0.585411286;0.386471429
323;10;21.798;74.784;24.75;135.84;5;44.21;14;9;43;7;13;21;6;8.496;18.448;0;0.029415343;3.483.154.286;4.481.955.714;0.319482714;3.212.392.857;33661642.86;12957671.43;3.114.807.143;0.968691857;0.801073857;1.228.528.571;0.678221286
324;15;21.294;115.872;30.942;117.792;3;43.73;15;13;28;7;15;29;2;5.488;15.248;0.129296286;0.581921;4.645.622.857;384.179;0.970863;4.962.135.714;33226257.14;16623328.57;5.228.381.429;0.362440857;0.128179857;0.751699286;0.474237857
325;15;34.542;99.36;35.694;89.76;7;21.47;6;8;37;6;9;34;5;15.632;19.088;0;0.009523243;3.582.501.429;458.273;0.841159;3.140.768.571;25250471.43;3560040;7.392.548.571;0.989923;0.813119857;1.210.891.429;0.684506571
326;14;35.766;86.304;27.414;141.408;6;31.55;14;11;34;5;6;47;4;7.376;7.632;0;0.014994114;354.631;4.545.764.286;0.99992;2.771.655.714;31432000;4005470;4.603.987.143;0.984119143;0.810707571;1.217.794.286;0.682172143
327;17;34.218;128.544;27.45;67.104;12;38.57;10;14;12;10;7;22;3;9.712;15.472;0.640218429;0.857930429;6.005.067.143;1.580.007.143;0.999582286;3.581.205.714;32776671.43;12746714.29;2.491.631.429;0.117091429;0.025303457;0.567533714;0.383270429
328;12;33.39;139.488;24.93;102.816;5;30.17;7;8;37;11;11;48;5;12.976;13.552;0;0.016727814;3.551.864.286;4.551.394.286;0.99992;4.021.547.143;26940771.43;1479430;8.690.362.857;0.982295286;0.808847286;1.216.745.714;0.682533429
329;21;18.414;56.16;18.81;132.384;8;41.57;7;13;25;14;7;30;4;8.912;6.064;0;0.013170857;3.501.041.429;4.499.861.429;0.765425286;1.312.584.286;31321071.43;6.664.638.571;12755.2;0.985984571;0.814449857;1.225.535.714;0.679227
330;15;27.882;108.96;20.682;72.096;8;39.53;12;13;22;12;8;44;3;14.288;8.976;0.235445429;0.673575143;5.051.427.143;5.433.962.857;0.839842857;7.622.854.286;30528442.86;3.587.798.571;1.314.317.143;0.284196143;0.084598329;0.684300143;0.440823714
331;19;35.802;69.408;19.206;75.552;8;29.39;11;6;30;8;9;33;5;11.76;7.888;0;0.010291786;3.554.108.571;4.553.682.857;0.998532429;2.765.518.571;28616457.14;1.586.601.429;4.773.695.714;0.989086714;0.814346143;1.216.352.857;0.682665
332;15;27.99;83.808;26.586;140.64;7;34.13;11;6;36;10;8;26;3;6.544;14.8;0;0.015138986;3.518.312.857;4.517.377.143;0.654658;1.120.212.857;33567357.14;2723720;1.354.452.857;0.983925714;0.811887;122.274;0.680256143
333;19;34.29;70.752;18.342;59.04;5;20.09;15;9;43;8;8;29;6;17.904;7.6;0;0.007035124;3.586.998.571;4.587.358.571;0.790622143;3.850.697.143;31523571.43;3.453.232.857;18662114.29;0.992539571;0.815105571;1.210.095.714;0.684832429
334;23;18.522;131.424;34.002;76.128;3;48.83;11;12;34;12;10;40;5;6.224;17.424;0.129936429;0.650844;4.577.227.143;5.640.528.571;0.973716429;599.312;32606642.86;7.983.748.571;1.606.144.286;0.263073143;0.092190157;0.745273143;0.473510714
335;16;34.002;143.328;31.41;105.504;9;25.61;6;11;13;6;8;48;6;7.984;18;0.465682571;0.832267714;5.741.337.143;146.46;0.99992;2.737.305.714;29077057.14;13273271.43;6.518.241.429;0.122770429;0.028436357;0.588796714;0.396319429
336;22;34.146;111.456;18.666;65.568;3;22.61;7;12;43;13;5;45;6;8.464;9.648;0;0.006837956;3.555.987.143;4.555.612.857;0.759293429;1.629.174.286;33290057.14;8.908.411.429;24415800;0.992730571;0.816883857;1.215.644.286;0.682737143
337;11;26.514;120.864;19.818;107.616;10;32.21;6;5;23;13;11;17;6;12.592;11.6;0.095079057;0.552983857;4.471.511.429;3.517.935.714;0.359750429;3.334.562.857;34024400;9.768.818.571;2236110;0.381758857;0.145640714;0.782649429;0.490303286
338;21;24.282;142.944;22.59;124.704;6;27.47;7;6;44;13;6;15;5;5.776;14.416;0;0.008703337;3.525.048.571;4.524.168.571;0.409379571;2.944.021.429;35678214.29;6.904.837.143;3351200;0.990739571;0.816968857;1.221.197.143;0.680727429
339;9;22.806;111.072;26.658;95.328;10;32.99;12;12;39;8;14;49;6;10.256;16.88;0;0.024388643;3.540.854.286;4.540.208.571;0.99992;2.754.911.429;29762928.57;10272057.14;6279100;0.974178571;0.802586857;1.218.614.286;0.681796
340;16;29.646;104.352;19.458;109.344;12;30.41;11;13;35;10;9;41;5;5.84;13.36;0;0.012645757;3.550.524.286;4.550.041.429;0.99992;275.737;33598028.57;14463857.14;9403250;0.986599143;0.812513857;121.702;0.682437286
341;9;18.27;80.928;18.306;115.104;6;49.67;9;12;27;9;8;14;4;5.904;12.784;0.001816781;0.052317071;3.610.194.286;5.199.425.714;0.293561286;4.515.622.857;32744242.86;12148428.57;1.526.527.143;0.948001714;0.706789;1.166.664.286;0.642249
342;20;22.518;106.848;31.158;67.488;3;48.23;7;15;15;6;13;30;5;17.392;9.808;0.550989429;0.820265;5.915.052.857;1.164.007.143;0.760622429;5.368.608.571;25225114.29;14036457.14;3.577.021.429;0.153978;0.034041871;0.578520571;0.384165571
343;11;33.462;80.736;24.786;106.08;10;20.39;9;14;50;13;13;49;6;9.392;11.696;0;0.012332986;3.586.507.143;4.586.817.143;0.99992;275.085;32948100;16999328.57;21047371.43;0.986971714;0.810519571;1.210.305.714;0.684742429
344;11;29.934;82.272;31.086;58.464;8;43.67;13;7;38;12;6;29;2;12.912;13.808;0;0.026414629;3.487.514.286;4.486.302.857;0.453504286;1.456.325.714;32701742.86;6.717.237.143;5103350;0.971897857;0.803445571;1.227.637.143;0.678522
345;11;25.722;81.504;25.758;93.216;7;29.93;9;10;21;8;6;23;5;18.992;18.576;0;0.018103386;3.551.142.857;4.550.682.857;0.676363;3.034.495.714;31603042.86;6.044.264.286;2.338.915.714;0.980845714;0.807583143;1.216.717.143;0.682513571
346;20;25.29;92.832;25.974;123.36;8;34.19;13;13;16;14;7;21;4;12.304;15.056;0.253896429;0.763478857;5.055.987.143;9.255.308.571;0.356885857;2.392.985.714;36431185.71;15037857.14;2.237.035.714;0.179435714;0.051655829;0.669610857;0.435493
347;11;22.23;98.208;19.674;132.576;5;36.29;8;10;22;7;11;18;7;15.888;4.88;0.0574424;0.485177714;4.229.388.571;2.712.651.429;0.308823857;5.366.475.714;32094771.43;16467971.43;2.236.862.857;0.454094857;0.198492857;0.841779571;0.518853143
348;13;34.254;136.8;19.134;96.864;10;47.69;12;11;46;8;14;30;5;16.336;14.928;0;0.024425014;3.497.401.429;4.497.818.571;0.769192;5.682.618.571;28091657.14;5.920.218.571;1164280;0.974044571;0.804515571;1.225.845.714;0.679024
349;20;35.73;65.76;19.314;77.088;5;31.79;14;10;21;9;10;36;7;12.176;11.024;0;0.010575629;35.454;4.544.841.429;0.99992;3.419.315.714;30259585.71;3.221.587.143;1.330.812.857;0.988777857;0.814605571;1.217.911.429;0.682120286
350;16;25.038;81.12;28.674;107.424;11;49.97;7;12;31;7;7;23;5;14.032;12.496;0;0.0207797;3.498.255.714;4.497.012.857;0.684230143;2.780.151.429;27394500;4.748.694.286;3.661.038.571;0.977911857;0.807587286;1.225.281.429;0.679209857
351;21;35.982;107.424;23.094;143.136;5;27.71;10;6;47;7;12;36;6;6.576;5.776;0;0.008779331;3.559.808.571;4.559.474.286;0.99992;2.772.987.143;31540500;8.723.985.714;7.197.461.429;0.990684857;0.815445714;1.215.391.429;0.683058714
352;9;24.642;94.56;34.218;92.448;10;40.97;6;9;20;12;15;44;4;18.576;17.04;0.230354286;0.486541429;5.098.375.714;2.550.941.429;0.894513143;3.322.584.286;25610128.57;3.151.384.286;6.739.477.143;0.495223571;0.152696857;0.705676;0.442678286
353;14;24.714;76.512;33.858;138.528;10;40.91;6;7;29;7;7;16;5;6.384;9.328;0;0.0194426;3.481.331.429;4.480.105.714;0.300047286;5.737.325.714;31265642.86;5846470;4.893.364.286;0.979297714;0.810154143;1.229.188.571;0.678032286
354;16;22.158;101.472;35.73;65.952;3;34.61;6;9;37;11;14;39;3;8.08;6.896;0;0.014392357;3.536.047.143;4.535.325.714;0.99992;3.892.081.429;29231757.14;8.711.881.429;8.809.318.571;0.984741;0.811520714;1.219.395.714;0.681460714
355;16;19.998;135.456;27.09;56.928;6;42.05;6;10;35;8;7;38;5;16.656;8.272;0;0.074432457;3.493.251.429;7.547.764.286;0.559567286;169.463;24370657.14;4.457.515.714;1.093.527.143;0.920701;0.696141143;1.138.752.857;0.664880143
356;21;31.158;57.312;21.078;78.048;12;40.13;11;12;38;9;14;34;7;12.848;10.864;0;0.012714557;3.518.464.286;4.517.454.286;0.983542;276.963;27410414.29;6.267.554.286;4.436.438.571;0.986491571;0.813787429;1.222.312.857;0.680332143
357;10;31.41;86.688;22.734;83.808;6;23.63;9;9;23;14;14;48;5;16.848;11.44;0;0.015722029;35.769;4.576.798.571;0.99992;3.588.204.286;28490328.57;3.459.212.857;1.747.352.857;0.983391286;0.808339429;1.212.237.143;0.684153286
358;13;28.242;53.664;27.198;83.616;5;23.75;12;10;29;7;10;15;5;10.448;13.008;0;0.012155386;3.539.542.857;4.538.881.429;0.470039429;2.261.727.143;34278028.57;15630500;8.568.801.429;0.987105857;0.813186714;1.218.554.286;0.681719429
359;8;33.426;103.584;31.878;83.424;8;48.71;14;6;42;5;10;37;6;7.632;9.168;0.016425143;0.0402298;3.936.541.429;4.955.792.857;0.99992;2.785.435.714;28956914.29;1.553.851.429;1.263.332.857;0.958785429;0.635906429;1.104.655.714;0.598217429
360;23;27.234;101.28;24.102;117.408;11;25.55;13;7;46;14;14;23;2;4.944;8.944;0;0.007391147;3.568.517.143;4.568.285.714;0.99992;2.981.605.714;36459457.14;16904257.14;10770700;0.992151286;0.816311571;1.213.895.714;0.683663143
361;20;26.874;129.12;26.406;57.12;10;22.37;15;8;31;11;5;14;6;15.504;10.544;0;0.007441884;358.032;4.580.414.286;0.689466571;2.767.578.571;35486900;3.210.297.143;2230970;0.992109857;0.815174571;1.211.462.857;0.684341286
362;20;22.374;62.304;28.638;86.688;7;37.73;13;9;24;10;10;36;2;11.344;13.328;0;0.012551857;3.524.725.714;4.523.788.571;0.912731571;4.925.738.571;30129185.71;1.276.964.286;4.616.572.857;0.986671429;0.813637143;122.123;0.680743
363;10;29.574;104.16;34.542;80.928;10;46.25;14;7;29;10;11;46;5;10.928;18.096;0.113162286;0.389123857;4.636.857.143;1.842.498.571;0.99992;2.762.937.143;30412900;127157;4.085.977.143;0.587754429;0.220996143;0.789755571;0.480342857
364;13;20.502;93.984;19.854;78.624;9;40.55;12;7;24;6;12;35;6;14.064;14.992;0.029260386;0.458317143;3.991.811.429;2.623.947.143;0.927219;276.358;26553771.43;1576860;3.430.288.571;0.472035571;0.247492;0.906087571;0.565972714
365;11;18.342;130.464;30.726;51.744;7;25.49;7;14;23;15;8;44;5;4.272;8.816;0;0.015417886;3.568.782.857;4.568.554.286;0.99992;276.197;35662814.29;19331728.57;17134442.86;0.983695143;0.809268143;1.213.844.286;0.683681857
366;16;29.718;111.84;28.206;103.776;11;33.41;12;10;17;8;5;21;5;9.2;17.136;0.322823571;0.755606857;536.409;8.373.678.571;0.899065143;3.034.247.143;33875042.86;6293200;1.892.981.429;0.200995143;0.053137743;0.636465;0.420271429
367;22;28.638;75.744;25.038;73.056;7;35.51;12;14;19;11;7;38;4;17.072;5.68;0;0.241275857;3.509.735.714;2.525.027.143;0.602131571;1.514.292.857;31093657.14;4145640;1.021.577.143;0.719334;0.495166;1.037.725.714;0.663914429
368;18;20.61;82.848;33.246;61.536;12;49.79;12;11;31;8;13;21;5;15.728;5.04;0;0.018404329;3.492.422.857;4.491.145.714;0.676977143;8.904.994.286;28991885.71;5.218.078.571;4.907.498.571;0.980421286;0.810181714;122.676;0.678735
369;18;23.814;73.056;24.426;53.088;10;24.71;12;7;15;5;15;25;7;6.608;5.712;0;0.009133639;3.572.228.571;457.204;0.99992;2.769.031.429;32003314.29;15354685.71;5.645.592.857;0.990320286;0.814524857;1.213.205.714;0.683883286
370;17;29.25;142.56;21.834;76.512;3;46.01;9;6;47;11;8;12;5;6.32;5.328;0;0.018024986;3.475.654.286;4.476.678.571;0.496568143;4.315.815.714;33303914.29;2.489.535.714;3.960.274.286;0.980800143;0.811568;1.229.901.429;0.677708
371;19;27.45;74.4;30.546;101.472;4;37.49;10;10;18;10;15;38;7;6.448;8.688;0.092501657;0.654667286;4.445.287.143;5.832.498.571;0.99992;281.132;32293785.71;13618928.57;1.393.042.857;0.260576429;0.101024643;0.777385286;0.496333571
372;22;22.302;56.736;28.89;132.768;3;30.77;13;9;19;7;9;48;3;4.624;7.536;0;0.009305743;3.549.347.143;4.548.845.714;0.99992;2.877.608.571;34015342.86;10896528.57;10983528.57;0.990121429;0.815539857;1.217.254.286;0.682367714
373;18;21.402;79.392;22.122;52.128;7;26.27;11;12;40;5;7;42;5;10.352;4.304;0;0.009710274;3.565.191.429;4.564.945.714;0.99992;2.793.598.571;27970042.86;5.551.495.714;22559157.14;0.989707857;0.814468;121.452;0.683437714
374;11;19.89;109.344;32.094;134.688;3;31.25;15;13;39;13;9;41;3;15.536;10.096;0;0.018901857;3.535.875.714;4.535.231.429;0.730822857;7.399.301.429;33490285.71;6.523.385.714;6.956.091.429;0.979973571;0.807798714;1.219.458.571;0.681579286
375;16;24.354;116.256;35.802;59.232;7;34.55;7;9;26;6;11;33;5;15.088;5.904;0;0.064731229;3.536.217.143;7.807.871.429;0.855695;2.778.822.857;22331728.57;1.674.665.714;6.764.374.286;0.930830429;0.697844143;1.128.085.714;0.666205
376;10;25.326;114.528;35.406;127.584;12;23.93;14;10;15;8;12;25;6;12.944;5.392;0.162299;0.652544429;4.791.565.714;5.271.584.286;0.534404286;2.551.987.143;35190628.57;16819671.43;2.238.388.571;0.286623429;0.0947627;0.720485857;0.463777429
377;22;21.366;51.744;19.278;121.632;9;39.89;13;7;13;12;10;22;3;6.8;13.296;0.160668857;0.721748857;4.729.637.143;7.423.505.714;0.685666429;112.549;34831842.86;7.930.377.143;2.235.871.429;0.215842571;0.071195271;0.720908571;0.462215
378;9;27.522;86.112;23.058;129.312;11;27.53;7;14;27;15;9;25;6;14.576;18.352;0;0.020352214;3.527.841.429;4.526.995.714;0.354444429;2.357.054.286;34182700;15759585.71;370648;0.978431286;0.806477429;1.220.551.429;0.680934143
379;13;18.846;133.152;18.054;63.264;7;31.43;11;10;42;11;7;49;4;5.968;18.032;0;0.016085971;3.546.697.143;4.546.138.571;0.99992;2.758.345.714;33752685.71;8.502.611.429;18544728.57;0.982966857;0.809690571;1.217.677.143;0.682198286
380;17;20.07;79.776;29.322;90.528;5;38.21;10;8;30;13;6;19;6;7.184;11.792;0;0.0149548;3.503.734.286;4.502.644.286;0.640605714;1.842.094.286;33717585.71;1.626.921.429;3.187.468.571;0.984104;0.812675286;1.224.987.143;0.679411857
381;15;35.658;104.736;20.538;86.112;4;29.27;7;7;16;12;6;31;4;4.656;19.408;0.251206286;0.739505571;512.064;7.938.538.571;0.99992;3.953.864.286;34938928.57;7.945.152.857;5.518.584.286;0.208117286;0.060008114;0.66568;0.439275143
382;21;34.758;72.096;24.534;64.608;12;29.99;10;14;43;11;12;23;2;6.48;13.744;0;0.009501714;3.552.547.143;4.552.051.429;0.99992;4.482.105.714;33215571.43;16629285.71;15227671.43;0.989917714;0.815164429;1.216.614.286;0.682586571
383;17;19.53;57.504;32.274;99.36;10;38.03;14;12;38;11;10;32;3;7.28;11.152;0;0.014884257;3.525.074.286;4.524.175.714;0.99992;2.792.778.571;33208028.57;8.138.517.143;7.055.115.714;0.984208857;0.811591571;1.221.268.571;0.680739571
384;13;25.902;84;27.81;98.4;12;30.11;9;12;30;14;6;20;2;6.64;8.496;0;0.015410557;3.536.078.571;4.535.365.714;0.796310143;922.582;34353800;8.499.794.286;1.200.514.286;0.983662714;0.81081;1.219.901.429;0.681289286
385;19;31.842;132.384;24.858;69.792;9;45.71;11;11;33;10;12;28;7;9.872;10.448;0.177459714;0.657467571;4.811.684.286;5.374.622.857;0.99992;2.771.942.857;29990971.43;6.105.261.429;3.782.237.143;0.280600857;0.090343743;0.713723857;0.456987
386;10;22.446;135.264;21.438;94.752;4;49.37;6;13;33;9;7;42;2;7.952;10.288;0.211391714;0.428459286;4.991.171.429;2.108.192.857;0.99992;4.252.321.429;27062100;5559120;7.264.224.286;0.548814429;0.175294143;0.723987429;0.446874286
387;18;33.354;127.2;27.774;142.56;5;41.45;7;11;37;12;14;43;3;7.824;4.976;0;0.0155473;3.515.281.429;454.688;0.99992;279.199;29702757.14;8.944.792.857;2.072.091.429;0.983562143;0.810128714;1.221.471.429;0.679761857
388;18;33.822;48.672;34.866;95.52;3;29.45;7;10;38;10;10;45;2;7.504;18.8;0;0.010885814;3.552.437.143;4.551.922.857;0.814267857;5.496.081.429;30501400;7691860;18057671.43;0.988457;0.814011286;1.216.648.571;0.682602857
389;12;29.466;70.944;20.106;108.96;3;37.31;6;14;20;7;11;32;3;18.192;6.288;0;0.024277214;3.524.831.429;4.814.445.714;0.634894143;4.357.042.857;24806928.57;10682500;3.070.658.571;0.974994857;0.793679571;1.209.384.286;0.678536571
390;11;19.674;59.232;25.542;84.96;5;22.55;8;9;43;10;7;43;2;14.8;9.776;0;0.013639671;3.553.218.571;455.276;0.600903571;1.128.762.857;29935371.43;2.584.337.143;19912171.43;0.985561286;0.811078429;1.216.082.857;0.682593286
391;10;24.39;74.208;34.074;48.864;4;46.97;8;7;20;11;13;38;5;12.24;16.976;0.182092857;0.441592714;4.930.385.714;2.175.118.571;0.920450143;5.481.008.571;27063514.29;8.411.267.143;1.737.532.857;0.543887714;0.180715;0.738337143;0.455613571
392;9;33.57;143.136;19.494;75.936;9;47.75;9;7;28;9;10;14;5;6.032;9.872;0.380894714;0.520231143;55.424;288.483;0.817085571;1.221.385.714;32882585.71;9.160.078.571;2.237.798.571;0.461781571;0.119052714;0.643167143;0.40485
393;12;28.422;98.592;31.122;118.944;11;46.55;6;14;21;9;11;19;3;6.992;14.96;0.327957857;0.61323;5.374.138.571;4.011.025.714;0.460461;1.837.002.857;32080271.43;19007471.43;2.237.227.143;0.365112714;0.097947729;0.653164857;0.415503429
394;24;24.174;116.832;34.902;80.544;5;28.97;15;12;23;12;9;21;3;5.552;16.432;0;0.008119444;3.555.524.286;4.579.922.857;0.99992;3.104.801.429;35750014.29;12977242.86;3.462.501.429;0.991410286;0.815127571;1.215.072.857;0.682460571
395;9;29.322;120.288;23.886;49.056;3;38.69;10;14;13;10;12;20;3;18.704;18.224;0.579041857;0.724656571;5.990.178.571;650.296;0.639972571;60.186;31380714.29;15190642.86;1.778.658.571;0.258419286;0.057192086;0.580678571;0.383501143
396;23;21.69;66.336;18.486;93.024;10;22.85;9;9;47;10;5;19;4;15.984;19.536;0;0.006610057;357.848;4.578.454.286;0.748529714;3.148.468.571;33281900;6377660;18330528.57;0.992979429;0.816011714;1.211.691.429;0.684269571
397;8;29.142;129.696;30.474;80.736;7;32.09;8;11;33;6;11;20;2;11.408;6.544;0;0.026688871;3.531.345.714;453.061;0.730163143;8.436.578.571;28311328.57;10288571.43;1.125.248.286;0.971718571;0.801125571;1.220.495.714;0.681114429
398;23;35.586;61.728;35.01;123.936;9;28.91;9;5;31;7;14;22;5;9.648;8.72;0;0.008363119;3.524.321.429;4.523.472.857;0.502483429;2.541.668.571;32403071.43;11428400;3.348.225.714;0.991098571;0.817379857;1.221.371.429;0.680704
399;13;32.346;115.68;29.97;98.784;9;23.81;9;14;33;9;10;49;5;6.16;19.056;0;0.012186;3.575.604.286;4.575.475.714;0.99992;2.744.652.857;33031085.71;17603457.14;15044300;0.987112143;0.8115;1.212.492.857;0.684059286
400;16;23.706;114.144;34.254;127.392;6;24.83;14;9;26;11;12;26;3;14.864;12.016;0;0.010325314;3.536.184.286;4.535.481.429;0.393884857;1.902.985.714;35462800;13662742.86;1.973.165.857;0.989038286;0.814916857;1.219.107.143;0.681487571
401;22;28.89;121.056;21.942;125.088;8;33.83;10;10;26;12;8;24;6;19.792;12.048;0.018604614;0.510843429;3.800.504.286;5.384.094.286;0.465005286;1.538.635.714;33733342.86;8.081.912.857;2.237.605.714;0.397603286;0.247694143;0.943429;0.607588429
402;23;22.554;64.224;30.618;64.224;8;21.71;11;13;49;15;11;30;6;8.048;13.104;0;0.006280256;3.581.772.857;458.194;0.99992;2.750.425.714;34912985.71;15460300;26618742.86;0.993328429;0.815987;1.211.108.571;0.684410286
403;11;35.478;89.568;25.11;55.392;7;39.35;5;8;31;15;8;23;3;7.344;17.488;0;0.023801429;3.520.934.286;451.996;0.99992;3.558.982.857;30890357.14;1.287.747.143;1.134.737.143;0.974759143;0.803903286;1.221.884.286;0.680491714
404;18;20.142;94.752;25.434;128.928;4;32.57;11;11;41;6;13;42;5;11.088;11.824;0;0.012039071;3.542.601.429;4.541.994.286;0.968284143;4.251.391.429;27829214.29;8.790.022.857;2.494.344.286;0.987231143;0.813404429;1.218.344.286;0.681927857
405;23;22.266;101.664;20.394;110.304;7;40.73;13;8;38;15;13;27;4;6.192;5.808;0;0.011782457;3.517.084.286;4.516.061.429;0.99992;2.790.897.143;34412700;8844580;6.473.801.429;0.987477143;0.814718;1.222.572.857;0.680258
406;23;31.662;132.576;32.31;55.008;10;42.59;12;8;42;7;14;17;4;15.12;11.472;0;0.012320586;3.493.992.857;4.492.787.143;0.550348571;1.358.334.286;29974057.14;5.748.895.714;3.730.301.429;0.986875143;0.815604143;1.226.705.714;0.678835714
407;10;19.062;112.608;30.582;130.848;6;37.13;10;11;23;15;10;37;6;11.376;8.912;0.121452;0.493863143;4.644.555.714;2.688.541.429;0.782929571;1.142.792.857;32863514.29;6.336.882.857;2.188.801.429;0.466564571;0.170398143;0.768832286;0.478129571
408;11;26.586;129.888;31.734;96.288;9;20.57;13;9;23;10;10;28;7;19.92;18.768;0;0.012441914;3.585.901.429;4.586.217.143;0.736417143;2.890.575.714;33316285.71;7.670.167.143;9.172.291.429;0.986857857;0.810443143;1.210.392.857;0.684707
409;19;32.85;102.432;32.598;107.04;9;20.81;15;6;40;7;11;28;5;10.832;12.976;0;0.00728728;3.581.871.429;458.217;0.914166571;4.390.468.571;33189814.29;5.264.381.429;5.119.738.571;0.992273714;0.815237429;1.211.298.571;0.684391
410;8;30.726;140.832;19.926;105.312;12;31.13;8;7;19;5;13;15;3;12.656;16.016;0.337751714;0.609742857;540.541;4.033.471.429;0.295702143;24.3;32326185.71;19730442.86;2236610;0.363030143;0.096383529;0.647340571;0.414850429
411;10;22.77;48.48;33.39;118.176;5;35.33;13;15;44;8;6;46;3;6.416;14.64;0;0.023506771;3.533.772.857;4.532.991.429;0.99992;3.211.774.286;32539128.57;8753550;16749128.57;0.975097286;0.803582;1.219.755.714;0.681307286
