Simulation;const ed num Emergency Room;const mipw time Treatment LOS[mbed2];const mipw time Treatment LOS[mbed3];const sipw time Treatment LOS[mbed2];const sipw time Treatment LOS[mbed3];const surg num PostOp Beds;edMeanValue ppd;init L MEDBED AVAIL[mbed1];init L MEDBED AVAIL[mbed2];init L MEDBED AVAIL[mbed3];init L SURGBED AVAIL[mbed1];init L SURGBED AVAIL[mbed2];init L SURGBED AVAIL[mbed3];init L SURGERY OR AVAIL;isuMeanValue ppd;osuMeanValue ppd;f1pcntEDLWBS;f2pcntEDRMBLKD;f3timeEDdischarge;f4timeEDadmission;f5pcntSUcompletion;f6timeSUcompletion;f7numICUoccupy;f8numPCUoccupy;f9numACUoccupy;yOEE1avail;yOEE1c;yOEE1perf;yOEE1qual
97;24;33.102;84.96;24.318;106.272;11;39.11;9;12;14;11;7;21;6;7.792;8.656;0.410876857;0.824637286;5.570.621.429;1.302.918.571;0.807380571;1.320.128.571;33841514.29;12145457.14;2.236.575.714;0.135612143;0.032742114;0.607954143;0.400519714
98;12;19.422;112.224;19.35;123.552;3;35.45;14;14;15;11;9;14;3;12.752;4.592;0.399937;0.722812143;556.479;6.560.607.143;0.317126286;4.412.428.571;37534842.86;25759728.57;2.237.968.571;0.248863571;0.061414071;0.620156286;0.400792857
99;20;33.678;105.888;21.114;85.728;3;20.87;9;10;15;8;10;32;3;6.128;8.24;0;0.180068;3.584.884.286;2.871.737.143;0.99992;3.373.917.143;33040685.71;15827457.14;3.921.647.143;0.788163571;0.536784571;1.024.342.857;0.666798714
100;18;31.878;59.424;21.258;103.392;11;30.95;9;13;13;13;13;30;2;4.528;17.008;0.072520729;0.660055571;4.339.902.857;6.546.982.857;0.992304;4.719.127.143;35117057.14;21112785.71;2.932.325.714;0.246727286;0.107150857;0.804294143;0.517694143
101;22;19.818;142.752;30.402;143.904;2;22.73;11;9;49;8;6;39;6;19.056;15.184;0;0.006874267;354.766;4.547.157.143;0.432423571;1.907.668.571;32796800;4.837.147.143;7.392.412.857;0.992683;0.817551;121.707;0.682378429
102;17;26.91;108.384;26.118;100.896;9;45.59;6;6;40;5;5;31;6;12.688;15.44;0;0.017846557;3.481.541.429;4.480.775.714;0.379291;2.660.148.571;23721971.43;2.042.505.714;7.521.304.286;0.980996429;0.811330571;1.228.631.429;0.678159
103;19;35.298;68.64;30.33;141.216;10;29.21;7;9;41;6;11;29;3;18.544;5.584;0;0.010228786;355.466;4.554.245.714;0.532691857;282.198;28715914.29;10471428.57;5.847.638.571;0.989153286;0.814367;1.216.251.429;0.682700143
104;19;22.986;108.768;23.958;112.032;3;38.27;7;5;13;13;5;12;4;15.76;17.392;0.518454286;0.832356714;5.807.717.143;1.305.008.571;0.193393714;4.548.198.571;37069085.71;8.598.258.571;2.236.465.714;0.136591714;0.0305819;0.585446714;0.384427286
105;15;30.87;134.688;18.882;87.456;7;27.35;6;13;17;12;7;19;3;13.328;19.216;0.299213286;0.762357143;5.239.792.857;925.033;0.546901286;1.042.404.286;32353085.71;13587700;2.237.142.857;0.181157286;0.049222257;0.646081143;0.425819429
106;12;29.178;133.536;28.458;111.648;5;36.83;14;7;22;12;12;34;5;17.84;14.544;0.315736;0.668406429;5.335.044.286;5.229.368.571;0.700344429;7.717.891.429;33094442.86;4.340.281.429;2.044.235.714;0.296574429;0.0800053;0.649125286;0.420469571
107;8;31.086;96.864;24.174;130.464;10;26.81;5;12;46;11;10;30;7;18.128;5.168;0;0.022297443;3.545.052.857;4.544.505.714;0.548867286;1.710.891.429;30184600;11964914.29;5.027.142.857;0.976397;0.804208857;1.218.108.571;0.681937714
108;16;33.246;81.312;34.146;68.256;5;37.43;14;13;49;13;11;47;3;19.856;8.208;0;0.015565057;3.511.112.857;4.510.061.429;0.677211571;924.963;30115685.71;1.620.972.857;8.355.345.714;0.983469571;0.811664571;1.223.525.714;0.679908
109;18;18.126;79.584;33.174;81.504;10;40.61;10;12;49;5;13;15;7;4.464;16.528;0;0.015011143;3.500.834.286;4.499.648.571;0.636698857;1.702.444.286;30637600;16186742.86;8.489.901.429;0.984035143;0.812933429;1.225.814.286;0.679144714
110;12;23.022;50.784;25.506;139.872;4;42.29;7;12;27;9;13;29;4;18.736;17.072;0;0.023448171;3.489.585.714;448.837;0.307501429;208.724;29516428.57;12779814.29;2.587.725.714;0.975058571;0.805953429;1.227.342.857;0.678610714
111;16;29.754;118.944;18.45;88.8;11;35.75;10;7;23;7;10;35;3;13.712;7.152;0.187803429;0.681062857;4.876.817.143;6.009.827.143;0.904829286;2.934.721.429;27416228.57;1841170;4.433.471.429;0.258279429;0.081765414;0.704156714;0.455309857
112;12;25.506;61.92;29.934;108.384;11;23.27;11;9;19;9;8;18;5;19.664;8.176;0;0.0129021;3.578.111.429;4.578.061.429;0.506124714;2.760.245.714;34865371.43;12370014.29;8.183.497.143;0.98636;0.810697857;1.211.974.286;0.684234286
113;13;34.974;82.464;34.614;130.656;4;25.31;6;15;41;14;6;32;7;12.336;15.568;0;0.012953843;3.536.427.143;4.535.765.714;0.511028429;2.156.144.286;32224200;9.546.632.857;4.712.212.857;0.986262143;0.812619286;1.219.052.857;0.681529857
114;17;33.498;83.04;35.442;143.712;3;44.99;15;7;40;8;14;44;5;12.816;10.512;0;0.017608271;3.494.632.857;4.493.422.857;0.726380571;1.128.557.143;30828257.14;2.465.244.286;5.540.635.714;0.981271429;0.810844714;1.226.462.857;0.678902714
115;22;28.386;133.92;19.746;114.72;7;25.43;12;7;20;11;15;19;2;18.288;12.688;0.072315429;0.656949857;4.239.255.714;9.494.171.429;0.283689286;2.168.225.714;35618528.57;18860600;2.237.297.143;0.230939;0.121549286;0.828818571;0.537033857
116;21;24.21;48.864;25.866;58.08;2;45.65;10;8;29;5;14;16;4;8.144;8.112;0;0.014463557;3.485.571.429;4.484.331.429;0.709828714;1.647.141.429;27625414.29;7.538.434.286;1.945.274.286;0.984592571;0.814108857;122.793;0.678406571
117;12;21.906;127.968;27.954;48.288;10;37.91;13;12;13;6;12;16;3;11.44;6;0.573866857;0.784452429;5.975.248.571;9.145.914.286;0.899905429;2.757.477.143;32074157.14;15404057.14;1.120.327.143;0.192808;0.042561686;0.576546286;0.384927857
118;15;33.75;73.44;30.15;107.232;11;49.91;7;8;37;13;6;40;3;18.032;17.104;0;0.022138614;3.476.562.857;4.475.351.429;0.332015714;1.834.195.714;30027385.71;5.623.605.714;2.161.097.143;0.976415;0.807772571;1.229.372.857;0.677894286
119;23;25.794;67.68;29.178;98.592;9;24.17;13;11;42;7;5;14;2;13.68;16.592;0;0.006991921;3.574.284.286;4.574.112.857;0.682811429;4.025.564.286;35709757.14;13638457.14;16468985.71;0.992574429;0.816175857;1.212.722.857;0.684007143
120;12;32.418;97.632;31.266;140.256;4;32.45;9;7;45;14;6;21;6;17.808;18.864;0;0.0179921;3.507.208.571;4.506.158.571;0.229206286;3.809.581.429;35577214.29;3821720;4.225.734.286;0.980891;0.809689857;1.224.147.143;0.679669143
121;23;20.682;121.44;30.294;127.776;8;21.83;14;6;42;8;5;50;6;16.816;4.016;0;0.006315039;3.539.044.286;4.538.375.714;0.447609714;332.871;34323114.29;4.559.932.857;14323228.57;0.993271143;0.818006857;1.218.304.286;0.681667143
122;17;32.562;65.952;25.182;115.296;11;49.19;7;7;28;12;13;43;4;13.488;7.28;0;0.019252114;349.711;4.495.847.143;0.929992143;4.652.598.571;25799442.86;1.734.055.714;781263;0.979533571;0.809082857;1.225.704.286;0.679083429
123;10;18.918;69.6;27.486;95.904;11;21.17;14;7;26;5;6;23;6;8.304;4.464;0;0.014085343;3.583.888.571;4.584.135.714;0.885068714;2.769.262.857;33490271.43;4.403.387.143;6.589.594.286;0.985127;0.809087143;1.210.725.714;0.684568429
124;21;32.166;141.984;20.322;73.248;8;44.27;10;14;14;12;12;40;6;15.664;11.76;0.661659571;0.871025286;5.995.084.286;1.816.064.286;0.99992;2.747.631.429;29693442.86;10251914.29;2.857.158.571;0.102397;0.022125771;0.566432429;0.383825143
125;19;32.922;106.656;18.99;139.296;10;44.33;10;14;43;10;13;20;5;5.424;8.4;0;0.015523843;3.486.058.571;4.484.821.429;0.5475;2.717.354.286;33300557.14;17761542.86;7.718.141.429;0.983466;0.813286143;1.228.222.857;0.678319143
126;16;27.486;75.552;35.334;99.552;10;47.15;15;5;16;14;11;39;4;14.64;16.656;0.369156571;0.713989143;5.521.902.857;6.213.748.571;0.945083857;3.263.798.571;32461214.29;5.026.068.571;1.812.724.286;0.262354143;0.0666432;0.628351571;0.408133571
127;12;20.286;137.952;22.482;49.824;8;22.13;13;11;12;8;9;46;4;14.448;4.144;0.360968143;0.780788857;5.486.027.143;1.021.875.714;0.99992;2.941.638.571;30020757.14;5.635.034.286;8.501.147.143;0.169166286;0.043009186;0.618747;0.414481714
128;8;23.274;129.312;30.186;117.024;2;29.57;9;6;24;9;14;44;3;15.184;4.048;0.004638013;0.281247857;3.672.822.857;1.471.321.429;0.810457;8.020.705.714;28795342.86;3.956.011.429;5.974.277.143;0.676576857;0.447304429;102.396;0.633735143
129;11;32.13;60.192;35.514;96.48;4;27.95;6;9;47;7;8;24;4;17.648;13.68;0;0.016905714;3.558.341.429;4.557.997.143;0.648421286;3.671.958.571;28596100;6.260.877.143;14088171.43;0.982117;0.808310571;1.215.511.429;0.682978429
130;14;32.202;51.552;21.186;49.632;6;44.69;6;10;38;15;8;31;5;19.408;17.296;0;0.021239014;3.490.185.714;4.488.971.429;0.493064857;1.334.071.429;28176900;1.190.668.571;9597430;0.977406286;0.807839143;1.227.148.571;0.678665714
131;18;18.738;112.8;20.79;134.88;6;31.97;13;13;27;9;13;40;4;18.064;7.696;0;0.011817286;3.544.694.286;4.544.117.143;0.737159;3.046.115.714;30651542.86;11247185.71;2.813.935.714;0.987466143;0.813538;1.218.024.286;0.682070286
132;24;30.33;137.376;23.742;84;11;47.63;9;11;44;6;10;42;5;13.744;6.608;0;0.014318186;3.502.311.429;4.657.702.857;0.925428714;2.786.084.286;22334471.43;8.277.385.714;1.002.061.143;0.984953571;0.806555857;121.723;0.677964143
133;11;35.946;54.816;35.226;68.832;3;24.11;10;8;39;12;7;29;5;18.416;8.432;0;0.014583229;354.078;4.540.117.143;0.473000286;2.014.547.143;32807328.57;1.315.401.429;15711071.43;0.984548286;0.810968;1.218.245.714;0.681845143
134;20;23.094;54.048;24.03;56.544;5;28.01;10;14;36;10;12;27;6;14.544;7.984;0;0.009318117;3.558.795.714;4.558.462.857;0.920909571;3.287.614.286;28839357.14;9365630;11020757.14;0.990115571;0.814989714;1.215.538.571;0.682986
135;22;30.618;102.048;21.87;79.2;4;25.73;14;13;30;8;7;22;3;5.04;11.536;0;0.007781519;3.567.554.286;4.567.298.571;0.99992;2.819.828.571;35114714.29;15561114.29;6.310.902.857;0.991738;0.816019429;1.214.067.143;0.683599429
136;15;23.598;106.272;20.214;66.528;4;23.33;9;11;48;13;14;14;4;6.928;18.512;0;0.0103483;3.560.942.857;4.560.615.714;0.774891857;9.082.775.714;34442185.71;19683071.43;13781342.86;0.989035;0.813825714;1.215.114.286;0.683039286
137;11;21.006;97.44;24.714;105.888;9;46.43;11;14;43;13;7;32;5;18.16;12.944;0;0.028083929;3.502.968.571;4.501.794.286;0.726073714;335.142;31065957.14;3.527.525.714;3.510.155.714;0.970172857;0.800852857;122.444;0.679511143
138;20;31.986;49.056;24.57;49.44;5;39.65;6;9;13;7;6;16;3;11.216;7.024;0.175614;0.717384857;4.839.898.571;6.933.918.571;0.784997429;2.908.771.429;27385357.14;2.438.892.857;1.005.136.143;0.232486571;0.074720414;0.710024429;0.458389714
139;15;30.978;114.72;20.25;71.712;4;37.97;9;8;18;10;6;27;5;17.616;9.488;0.386466;0.748343571;5.523.514.286;7.636.112.857;0.494869;1.915.085.714;31542528.57;1882190;9.376.464.286;0.218665857;0.054376329;0.621004571;0.404196714
140;9;23.778;132.192;26.622;75.168;3;21.95;7;11;32;10;13;46;2;6.832;4.24;0;0.0162269;3.581.378.571;458.154;0.99992;2.854.461.429;32274542.86;18025600;16819971.43;0.982871857;0.807372286;12.112;0.684402857
141;21;28.134;136.032;20.61;137.952;4;45.89;8;6;35;7;13;31;5;13.648;11.664;0.135352143;0.649944143;4.595.534.286;5.517.367.143;0.546892571;1.649.117.143;27935228.57;5.394.147.143;2.171.808.571;0.268537714;0.092539;0.741226714;0.469828429
142;18;23.922;63.648;29.538;89.568;10;38.09;9;8;24;11;13;48;6;14.48;11.248;0;0.014079614;3.524.905.714;4.523.985.714;0.999123571;2.766.611.429;26346171.43;6.631.432.857;5.997.575.714;0.98506;0.812277286;1.221.261.429;0.680727571
143;9;19.854;78.624;19.566;116.832;6;31.07;8;7;29;15;12;15;4;4.752;19.44;0;0.022969357;3.518.184.286;4.517.274.286;0.415767714;2.033.888.571;35936757.14;16355300;2.148.118.571;0.975626286;0.804936286;1.222.637.143;0.680272
144;22;18.018;68.448;27.846;106.464;9;35.27;7;13;28;6;15;50;4;14.416;18.416;0;0.010666714;3.533.972.857;4.533.167.143;0.971861429;3.340.658.571;20698900;7.845.557.143;1.462.455.714;0.988675714;0.814806143;1.219.648.571;0.681320571
145;9;25.614;98.016;32.382;116.064;11;33.29;11;12;17;14;10;17;3;9.776;10.736;0.223167857;0.568026857;5.035.507.143;3.419.465.714;0.368579571;2.685.575.714;36773300;19415757.14;2.236.052.857;0.405045857;0.124416;0.701467286;0.443715571
146;9;24.318;97.056;21.366;56.736;6;21.53;13;12;48;11;13;25;2;4.496;17.36;0;0.015916414;3.582.722.857;4.582.824.286;0.990999143;474.807;36542414.29;24348557.14;29067157.14;0.983204286;0.807431714;1.210.845.714;0.684458429
147;24;21.762;76.128;26.082;140.064;8;26.87;7;14;27;9;10;43;6;12.624;6.64;0;0.007449104;3.562.981.429;4.562.704.286;0.895891714;2.765.857.143;27810371.43;10293371.43;7.831.868.571;0.992085143;0.816537;1.214.878.571;0.683293429
148;19;21.726;125.664;28.062;134.112;12;22.01;13;13;44;6;15;39;6;8.24;9.904;0;0.007707486;3.580.978.571;4.581.128.571;0.99992;2.755.617.143;32199271.43;19008571.43;7.284.178.571;0.991831143;0.814822429;1.211.275.714;0.684365429
149;14;21.582;121.632;18.522;50.592;6;28.19;13;10;14;7;5;31;4;5.648;17.776;0.353568857;0.769472286;5.467.917.143;9.199.821.429;0.99992;2.743.574.286;35095214.29;12511571.43;11193614.29;0.186022429;0.047691571;0.623729143;0.414824571
150;15;24.966;122.208;27.558;93.408;9;27.59;10;5;28;9;15;24;3;7.472;18.16;0;0.0122379;3.560.388.571;4.560.055.714;0.99992;3.652.288.571;31945242.86;9.629.435.714;1.744.761.429;0.987040857;0.812335857;1.215.201.429;0.683107571
151;20;31.446;78.048;29.862;81.312;5;33.17;15;6;15;10;10;16;4;7.248;14.512;0.197148857;0.746626;4.865.907.143;8.688.941.429;0.652928;1.334.277.143;35629171.43;7.558.404.286;2.236.595.714;0.188713571;0.058577614;0.696403;0.451656429
152;9;20.862;55.584;21.51;104.16;11;21.65;11;10;25;8;9;25;6;7.44;13.776;0;0.016005143;3.581.885.714;4.582.048.571;0.99992;2.749.368.571;32849242.86;12337300;6.039.382.857;0.983107286;0.807461;1.211.064.286;0.684415571
153;20;27.738;119.136;33.822;65.376;5;46.37;7;15;48;13;10;18;6;5.232;9.072;0;0.015426214;3.504.227.143;4.503.031.429;0.99992;2.786.351.429;31393957.14;10407242.86;395975;0.983602714;0.812046;122.447;0.679515286
154;19;24.894;140.448;34.794;101.088;5;48.29;14;14;45;14;8;25;5;15.312;18.192;0;0.017010614;3.479.451.429;4.491.882.857;0.339939286;2.257.208.571;33956785.71;6.109.264.286;1.241.024.286;0.981917857;0.81161;122.835;0.677885714
155;16;23.454;65.568;33.066;99.168;11;36.23;13;14;19;12;7;18;7;9.584;6.032;0;0.015066114;3.498.838.571;4.497.714.286;0.487549143;4.072.792.857;35304328.57;12490971.43;6.740.994.286;0.983974857;0.812852857;1.225.902.857;0.679074429
156;17;19.17;61.344;26.478;101.856;7;34.49;8;15;33;9;12;44;7;13.904;17.264;0;0.0134988;3.535.985.714;4.535.238.571;0.961905429;3.023.048.571;25765885.71;8.157.198.571;3.311.984.286;0.985686857;0.812249429;1.219.344.286;0.681449714
157;13;21.87;131.616;23.346;92.256;4;29.09;9;9;24;11;12;48;3;15.152;12.368;0;0.048463057;3.555.642.857;6.720.298.571;0.891855571;5.234.022.857;26960871.43;2012540;2.859.537;0.949595429;0.727107571;1.148.874.286;0.668744857
158;10;30.15;91.488;31.554;51.552;2;45.77;14;8;47;11;12;18;5;12.016;16.144;0;0.030453371;348.595;4.484.718.571;0.510192286;162.268;32390985.71;3.041.534.286;2.412.924.286;0.967595714;0.799928429;1.227.862.857;0.678427857
159;15;22.41;127.584;22.23;94.56;4;31.67;10;13;16;6;9;39;5;12.88;9.36;0.372744714;0.768940714;55.171;9.054.205.714;0.959860857;4.768.737.143;27696457.14;9.118.008.571;6.101.087.143;0.188835;0.047484971;0.618506;0.410085714
160;22;27.702;127.392;35.622;85.344;5;24.35;6;7;42;10;7;12;2;10.32;15.952;0;0.00736422;353.091;4.530.152.857;0.269188286;2.761.981.429;34526114.29;10351742.86;6736140;0.992158429;0.817682571;121.981;0.681195857
161;12;33.966;63.072;28.854;54.624;12;44.81;13;14;19;8;9;39;7;5.712;18.544;0.121367429;0.505198143;4.683.107.143;2.731.102.857;0.99992;27.602;32507942.86;10314657.14;8.455.614.286;0.469741571;0.169977;0.766657;0.476691857
162;14;30.798;66.912;28.602;90.144;10;30.71;9;14;40;11;9;41;5;11.824;9.104;0;0.0145949;3.549.667.143;454.918;0.99992;2.764.697.143;29003900;5.512.854.286;7.703.197.143;0.984542143;0.810877;1.217.191.429;0.682391429
163;13;28.35;57.12;21.546;86.304;9;27.89;8;8;21;15;14;13;6;18.352;12.88;0;0.014274386;3.516.991.429;451.606;0.243951;4.409.611.429;35872285.71;18991857.14;1.502.367.143;0.984844714;0.812378;1.222.435.714;0.680239857
164;9;35.01;104.544;20.466;97.056;11;34.31;8;8;20;9;12;14;2;17.456;19.888;0.198239143;0.539556714;4.947.461.429;3.096.074.286;0.210201857;2.445.984.286;33908642.86;16726957.14;2.236.421.429;0.432008;0.137436857;0.716276;0.450493857
165;16;31.806;119.52;23.022;124.32;6;24.23;9;12;21;5;8;17;4;8.208;12.912;0;0.0100758;3.536.265.714;453.555;0.4373;2.353.892.857;32704914.29;18312271.43;9.982.274.286;0.989300429;0.815157714;1.219.241.429;0.681425571
166;22;28.314;96.672;33.282;119.52;9;21.41;13;12;49;15;11;47;5;9.136;7.76;0;0.006475003;3.583.017.143;4.583.254.286;0.99992;2.758.838.571;34872885.71;12103585.71;14339485.71;0.993125;0.815779429;1.210.901.429;0.684502714
167;23;34.038;49.632;35.046;128.736;7;48.77;6;13;27;15;13;22;3;13.808;16.208;0;0.0141085;347.312;4.471.882.857;0.257515714;2.991.671.429;33184542.86;13605442.86;2.099.271.429;0.984949429;0.815194429;1.230.202.857;0.677650143
168;19;18.054;143.52;29.646;55.2;10;48.17;12;10;36;8;14;35;5;14.704;8.336;0.133215857;0.612986714;4.615.892.857;4.566.775.714;0.959189857;2.777.014.286;26438028.57;2.687.571.429;2.410.802.857;0.312820714;0.109436429;0.74618;0.472344
169;13;23.742;94.944;30.798;70.176;6;36.95;14;6;14;7;14;33;4;10.8;15.344;0.401186571;0.731504571;562.707;6.890.175.714;0.99992;3.019.381.429;31371285.71;6.343.445.714;4.124.407.143;0.241956429;0.0596056;0.614728429;0.403946
170;13;34.722;79.008;22.698;89.376;11;21.23;8;10;21;12;11;36;6;7.216;10.928;0;0.010865514;3.583.375.714;4.583.614.286;0.99992;275.284;33511571.43;14583542.86;9.725.921.429;0.988512143;0.811898429;1.210.812.857;0.684519286
171;18;33.642;62.88;28.278;143.328;2;26.39;12;6;46;10;5;24;5;19.76;10.768;0;0.009754663;3.560.994.286;4.560.685.714;0.536237143;5.913.118.571;35371085.71;1.938.102.857;12948100;0.989658571;0.814522857;1.214.912.857;0.683270286
172;22;24.498;111.264;32.706;120.864;12;31.91;7;12;30;10;7;31;4;4.976;16.048;0;0.00965052;3.544.791.429;4.544.212.857;0.99992;2.754.545.714;32174457.14;10440885.71;1.224.074.286;0.989754857;0.815442143;1.218.011.429;0.682076
173;23;29.826;103.008;25.938;89.184;5;46.67;12;12;12;12;14;28;4;6.352;19.696;0.633457429;0.868679286;5.988.014.286;1.741.858.571;0.99992;3.359.174.286;35943871.43;22872828.57;1.802.047.143;0.106368143;0.0229737;0.568098714;0.382502429
174;8;26.262;113.76;35.91;81.12;2;20.03;6;11;31;7;9;47;4;4.784;7.824;0;0.016658414;3.588.521.429;4.588.865.714;0.99992;483.712;32047300;17991800;23639785.71;0.982425286;0.806701286;1.209.967.143;0.684899714
175;15;25.146;63.456;18.846;53.856;3;20.33;15;7;44;14;11;13;6;8.176;16.4;0;0.009017539;3.567.482.857;4.567.402.857;0.750236143;125.991;36141085.71;11992400;22407185.71;0.990442;0.814342857;1.213.652.857;0.683453714
176;10;21.834;77.28;23.382;116.64;7;24.05;11;12;45;15;13;29;4;15.024;15.632;0;0.0160015;3.548.185.714;4.547.625.714;0.512042143;1.319.934.286;34297842.86;15142957.14;8.477.842.857;0.983061429;0.809422429;1.217.175.714;0.682246286
177;12;24.138;61.152;26.442;90.912;11;40.85;9;12;24;6;8;45;4;12.72;19.856;0;0.0226496;350.616;4.505.032.857;0.731860857;7.567.791.429;23796857.14;1.255.811.429;1.522.627.143;0.975946286;0.805749;1.224.507.143;0.679578714
178;22;18.378;133.728;19.638;63.648;5;43.31;5;8;22;14;11;34;4;4.688;4.272;0.375063;0.780094;5.476.315.714;981.242;0.99992;2.788.938.571;34129614.29;15418857.14;7.010.818.571;0.173922571;0.043631814;0.620566286;0.407347857
179;11;26.226;83.424;30.834;88.992;10;39.17;13;5;44;14;7;25;6;19.472;7.44;0;0.023730943;3.520.804.286;4.523.608.571;0.615935143;3.181.292.857;33355085.71;1.540.594.286;2933870;0.974849429;0.803855571;1.221.777.143;0.680449286
180;10;25.254;62.688;26.874;64.416;4;34.01;11;14;29;5;5;46;3;14.736;14;0;0.0226286;3.506.421.429;450.536;0.365634429;2.060.211.429;30196428.57;7.539.452.857;19917014.29;0.975971429;0.805605714;1.224.211.429;0.679646
181;16;34.686;50.976;27.918;118.752;9;36.35;13;13;32;10;13;17;6;17.136;9.552;0;0.015116014;3.492.157.143;4.491.007.143;0.241427571;5.140.391.429;35409485.71;19399771.43;4337460;0.983912429;0.813185143;1.226.965.714;0.678731286
182;13;28.494;119.904;33.534;78.816;4;29.81;10;10;20;11;5;24;2;4.336;6.16;0.153325286;0.654028143;475.515;5.433.151.429;0.99992;2.775.332.857;35371257.14;9.001.344.286;9.127.852.857;0.278499429;0.093241571;0.724062714;0.467251286
183;14;32.994;90.912;34.398;136.992;3;42.35;5;12;18;9;9;44;4;17.232;16.08;0.337760571;0.690449714;542.292;5.628.695.714;0.714680143;6.061.327.143;26641557.14;6.393.204.286;3.954.128.571;0.282833571;0.074288157;0.639949571;0.415130714
184;21;23.85;102.624;30.654;50.976;11;25.67;14;13;46;11;8;41;6;19.504;12.816;0;0.00813305;3.542.942.857;4.542.358.571;0.571232714;1.359.181.429;31870042.86;4.275.467.143;17590842.86;0.991355714;0.816621857;1.218.058.571;0.681948571
185;21;25.65;134.496;23.526;129.888;9;41.81;9;8;49;13;7;41;3;19.28;11.984;0;0.013246843;3.512.234.286;4.511.158.571;0.718794571;3.984.834.286;30000957.14;19158.3;123425;0.985923857;0.81352;1.222.961.429;0.680092429
186;19;30.942;117.216;26.838;108.768;12;26.15;12;14;27;10;12;34;5;18.672;14.704;0;0.009157197;356.552;4.565.287.143;0.770956;2.801.464.286;31414900;11750885.71;5.633.317.143;0.990288857;0.814911143;1.214.415.714;0.683466286
187;15;34.47;115.104;32.85;98.976;12;29.69;6;10;43;11;14;19;4;16.432;5.488;0;0.013169529;3.514.264.286;4.513.304.286;0.362238857;3.112.665.714;32584800;16384428.57;3.030.472.857;0.986005571;0.813615143;1.223.068.571;0.680059143
188;18;29.682;56.544;18.126;113.952;7;38.81;13;8;48;8;5;49;2;11.728;7.952;0;0.014345771;3.496.575.714;4.495.442.857;0.551000857;1.581.237.143;31921771.43;9.582.814.286;18507300;0.984735571;0.813592429;1.226.071.429;0.679046714
189;11;35.334;100.128;19.89;124.512;11;41.93;14;7;45;13;12;49;5;7.408;9.68;0;0.025362029;3.514.081.429;4.513.008.571;0.99992;2.777.132.857;33360557.14;4.035.004.286;5.240.721.429;0.973088286;0.802857857;1.223.018.571;0.680075286
190;18;30.906;138.72;22.77;60;7;20.63;13;14;44;9;13;31;5;10.768;7.472;0;0.007625573;3.585.764.286;4.586.071.429;0.99992;2.758.025.714;32033985.71;15233014.29;12393300;0.991919429;0.814670143;1.210.434.286;0.684696429
191;18;27.558;108;27.666;136.224;11;47.03;12;8;38;11;14;47;5;7.056;14.576;0;0.017384071;3.503.151.429;450.193;0.99992;2.770.858.571;31522071.43;5488710;2.774.397.143;0.981525143;0.810345857;1.224.578.571;0.679462857
192;17;35.514;122.4;35.946;50.784;2;42.77;10;6;19;14;15;23;4;4.56;16.784;0.466864571;0.780146286;5.745.632.857;9.106.125.714;0.896180143;7.959.902.857;36360342.86;17496242.86;2.924.605.714;0.189961571;0.044111071;0.596523429;0.392185286
193;14;32.454;138.144;30.762;74.976;3;35.63;12;15;22;8;6;26;5;19.216;7.344;0.324091;0.716187;533.173;6.662.185.714;0.521233286;164.367;32662228.57;10542357.14;6.365.957.143;0.242309143;0.064350086;0.643068429;0.417941
194;14;34.506;132.96;23.922;66.72;10;32.63;11;11;28;9;10;46;6;8.816;15.664;0.0265285;0.501783143;3.960.132.857;3.668.178.571;0.99992;2.756.804.286;30979214.29;7.337.454.286;4594470;0.409656571;0.229142143;0.909860143;0.579768714
195;11;27.81;66.528;24.21;131.616;6;32.75;11;15;13;10;14;16;7;10.224;7.568;0.186456429;0.625927286;4.899.814.286;4.303.102.857;0.348106429;5.623.155.714;36102771.43;26811871.43;2.235.602.857;0.342236286;0.109607286;0.715120429;0.453665
196;20;25.434;49.44;32.13;56.16;6;29.15;9;7;23;9;12;47;2;9.072;17.552;0;0.009697381;3.554.465.714;4.553.971.429;0.872113857;5.062.462.857;29954142.86;5.015.741.429;19497157.14;0.989713;0.814896;1.216.262.857;0.682719857
197;16;26.802;85.536;33.786;102.624;8;35.09;12;13;49;6;14;13;3;11.152;6.576;0;0.014592071;3.492.148.571;4.490.994.286;0.281352;4.827.698.571;34521500;22591914.29;9.847.351.429;0.984469857;0.813638857;122.697;0.67872
198;13;34.83;49.248;31.194;105.12;2;34.79;7;10;26;13;14;21;5;14.896;14.128;0;0.017805714;350.537;4.504.295.714;0.332890143;272.434;33374628.57;14435185.71;1505130;0.981089;0.809970143;1.224.428.571;0.679593429
199;19;18.198;97.248;22.878;106.656;6;45.17;5;11;34;6;14;13;6;4.112;11.216;0;0.015817886;347.636;4.475.131.429;0.358546714;5.119.791.429;28278114.29;19020300;6.419.048.571;0.983136429;0.813657571;123.002;0.677757
200;11;21.438;141.216;20.07;132.96;3;44.39;11;6;36;9;5;28;7;18.512;15.408;0.071789057;0.408412571;4.355.197.143;2.025.588.571;0.630239571;6.876.675.714;32204271.43;1.140.242.857;8.856.144.286;0.543449857;0.227701571;0.828577429;0.506401714
201;21;26.442;67.104;31.374;55.776;9;39.41;10;10;46;5;10;44;3;12.208;11.952;0;0.0124864;3.520.801.429;4.519.822.857;0.99992;3.459.167.143;23426442.86;8.091.871.429;14497700;0.986736429;0.813879571;1.221.917.143;0.680482571
