numER;mLOSmbed2;mLOSmbed3;sLOSmbed2;sLOSmbed3;numPOB;edMV;iMAmbed1;iMAmbed2;iMAmbed3;iSAmbed1;iSAmbed2;iSAmbed3;iSOA;iMV;osuMV;f1EDLWBS;f2EDRMBLKD;f3tEDd;f4tEDa;f5pSUc;f6tSUc;f7nCUo;f8nPCUo;f9nACUo;yOEE1c
23;35118;68064;24894;82.08;7;41.09;12;12;23;7;12;43;3;19.6;8016;0;0.011945471;351628;4526715714;0.789688571;3356362857;26030614.29;3092435714;2385025714;0.814181
11;30258;118.56;25254;88032;6;29.03;8;11;26;9;12;35;3;18224;17328;0;0.017558971;3555541429;4555124286;0.795695286;366675;27108185.71;6572734286;3687883857;0.807836143
12;23526;70368;29358;114912;12;40.31;8;8;44;9;13;17;4;10992;4816;0;0.022350314;348372;4482514286;0.360817143;4364394286;32647728.57;13492185.71;6400241429;0.807394571
18;30654;70176;21.15;59616;4;42.41;7;9;28;11;10;19;7;9008;18.96;0;0.015676371;3504182857;4503;0.829580429;972587;28363128.57;2727840;6102424286;0.812024571
21;31338;94176;22446;128352;7;22.97;6;9;15;13;10;16;4;17.04;5968;0;0.0590654;3526914286;1120999143;0.261077;4549622857;35655671.43;18853928.57;2237364286;0.672487286
21;28.53;107232;18918;57312;8;28.13;8;9;45;8;13;35;3;16304;15312;0;0.008912391;3558708571;4558342857;0.932728143;3991767143;24001157.14;3781158571;8894152857;0.815254
14;21078;103392;24354;90.72;2;25.79;9;7;30;14;13;32;2;16592;9.84;0;0.012256671;3541137143;4540531429;0.614672429;9558588571;32103728.57;6330134286;1269572857;0.813464714
10;33894;62112;32166;48672;8;41.27;10;10;19;12;7;14;7;15.92;7664;0.034301229;0.370900143;4067288571;1752824286;0.535059143;1865311429;32333200;2087837143;2232940;0.297293714
9;20034;58.08;21726;118.56;11;46.79;15;5;12;13;6;50;5;5936;10608;0.386747571;0.540393286;5611841429;3057795714;0.99992;2765372857;35808528.57;6691882857;9088425714;0.115488
13;27774;73824;31518;110112;6;30.59;5;10;37;7;5;20;4;14256;6.48;0;0.015656057;3548935714;4548442857;0.570357;3296091429;29470657.14;6774710;6681424286;0.809916286
20;20106;122016;29682;68448;6;44.87;12;5;27;5;6;24;6;11472;13616;0.209915;0.691208714;4929617143;6227114286;0.847346286;3408767143;29752385.71;8874912857;1063456143;0.077023271
12;24534;86.88;32886;107808;3;39.83;14;14;27;11;7;23;6;8.56;12592;0;0.022084186;3498355714;4497211429;0.567936286;2053275714;34251328.57;8951092857;438674;0.806648
21;31.59;128.16;33462;99936;8;20.45;14;14;29;12;11;14;4;6;4432;0;0.006479211;355108;455068;0.641001143;2968738571;37537571.43;24777214.29;1592804286;0.817436857
18;20322;143712;23.49;130272;11;39.05;6;8;32;6;5;34;6;16912;4624;0.0580388;0.574171857;4208705714;4585828571;0.566200714;4963162857;25959485.71;5394837143;1905912857;0.155386
9;35.55;74592;23.13;96672;4;31.19;15;15;25;6;10;22;3;6672;6192;0;0.023057886;354774;4547211429;0.99992;2871657143;32924714.29;14926271.43;2249262857;0.803557714
20;30366;53088;27.63;132;3;46.61;10;15;32;11;12;27;7;8016;5872;0;0.015506114;3484185714;4482941429;0.638131857;2842175714;32148214.29;13181528.57;5620801429;0.813315857
24;23.49;102816;22842;84384;4;20.69;14;15;13;13;7;48;6;16368;9456;0.025426371;0.549477143;385634;9968791429;0.601495571;1715997143;34027000;10516928.57;5320200;0.225473571
16;22734;118368;32778;84576;9;35.15;14;6;19;13;8;48;3;18608;15152;0.285673;0.731878429;5199025714;7370675714;0.530740286;1075402857;32728071.43;1296737143;1242602857;0.061392514
20;21942;80.16;31986;91488;9;34.37;9;5;24;6;8;17;4;11664;13904;0;0.0114341;3512295714;4511277143;0.451966571;1652158571;31036685.71;2257638571;7990147143;0.815432857
10;32094;94368;28242;74.4;8;33.59;12;7;41;12;7;36;5;14992;10576;0;0.022349043;3516154286;45152;0.611312571;1408735714;31858728.57;99161.4;6617692857;0.805391143
20;18.63;72672;22338;137184;7;43.85;14;8;35;14;8;27;7;8784;16912;0;0.014587914;3489414286;4488187143;0.500248571;2098011429;34654542.86;3214338571;6015357143;0.813860571
22;29358;141408;31.59;97632;5;28.43;5;7;40;10;13;40;5;19184;5.2;0;0.008598027;3557507143;4557158571;0.744579714;3382617143;24943871.43;2551277143;8376601429;0.815672429
21;27.27;95904;21.69;72864;8;45.83;6;12;42;6;8;33;5;12784;19.92;0;0.014520586;3505181429;4504004286;0.933093;3089338571;20078971.43;1524102857;1708850;0.812775571
12;31626;100896;27522;91104;7;33.35;9;7;44;7;12;22;5;14672;5744;0;0.018491114;3522932857;4522081429;0.602173571;1524804286;29732471.43;6559761429;2995118571;0.808615286
11;34362;70.56;26262;113.76;8;21.05;7;9;16;12;11;31;7;4208;12752;0;0.012732214;3584068571;4584317143;0.99992;2748938571;35407828.57;19350785.71;8091891429;0.810237714
15;26406;52896;27162;86.88;3;23.69;6;8;38;6;11;43;3;16688;7088;0;0.010507943;3569694286;4569507143;0.812135571;5948634286;22006785.71;2702332857;11942442.86;0.813401143
14;23382;53.28;34.47;68.64;9;41.21;13;8;41;9;12;42;4;16.08;11856;0;0.019584929;3515928571;4514865714;0.936111857;2943348571;27471871.43;51034.9;7543004286;0.807864429
15;32598;125856;32814;129.12;9;34.07;8;14;39;10;13;20;4;5744;4848;0;0.015112414;3509687143;450865;0.637988286;273689;33557557.14;20015285.71;1095320286;0.812343714
24;31122;131232;35.55;109536;11;23.99;13;5;35;14;14;19;5;13136;15856;0;0.00665073;3534777143;4534048571;0.319415857;2820357143;36775342.86;14049028.57;1420381429;0.818100714
17;24822;69792;22554;80.16;10;32.51;7;6;13;7;6;27;6;9168;18992;0.196289714;0.726444286;4918614286;7427137143;0.998687286;2912694286;27326657.14;4516344286;1926368571;0.068297343
22;19926;134304;27054;72672;4;38.39;12;9;20;6;13;44;5;13.84;17.84;0.369676429;0.793448429;5450468571;110.49;0.870983571;574745;27146485.71;4796378571;7827634286;0.039233643
16;26838;116064;18.09;66912;12;27.29;13;13;25;11;8;42;6;11.12;19504;0;0.0113483;3560861429;456055;0.99992;2748404286;31838757.14;7082527143;5306462857;0.813117
14;23.31;107.04;31.05;101.28;4;43.07;13;7;37;6;5;37;4;10.16;10352;0;0.020469;3486548571;448534;0.490571857;2229385714;31289571.43;2024571429;2361545714;0.808740143
21;25542;142176;29718;83.04;4;28.49;8;15;22;15;6;16;5;7568;7728;0.132856714;0.707620571;4567704286;9317647143;0.694151714;1851271429;35330314.29;15451257.14;2230794286;0.071610371
20;23886;49824;33138;112.8;2;49.07;9;15;16;7;6;13;4;9.04;6704;0.152261;0.664384429;4710951429;5176638571;0.269671143;6501972857;33268871.43;15576971.43;2234047143;0.098434014
15;23418;90336;35118;55968;5;26.93;9;9;49;11;6;45;6;4176;11.12;0;0.011945114;35627;4562401429;0.99992;2758182857;34895771.43;8729794286;32768185.71;0.812573714
9;29.97;92064;35838;125.28;5;41.69;8;15;21;13;15;29;6;19728;13.84;0.212049429;0.469125143;5005707143;2386341429;0.335308143;2509038571;32989571.43;17591928.57;2236764286;0.162583714
9;27306;109.92;26334;112416;8;24.89;9;6;49;14;7;32;6;14512;15.12;0;0.0184004;3549728571;454927;0.680473571;1114054286;32115957.14;13681.2;5561615714;0.807273429
20;31698;52.32;18558;60.96;6;28.37;6;13;36;10;15;30;3;19376;6416;0;0.009437899;355776;4557402857;0.827180286;3244252857;24288342.86;9579648571;9326645714;0.814905714
18;21654;108576;28.35;129504;4;21.89;10;11;22;12;12;31;3;7856;13392;0;0.008091277;3581302857;4581444286;0.99992;3922057143;33756328.57;14943957.14;3617158571;0.814414143
8;29862;51936;22266;62496;6;36.59;10;11;33;14;14;22;6;19696;12.24;0;0.030431557;3514205714;4513218571;0.608913857;1199882857;31086228.57;7892548571;3672474286;0.798472714
16;18954;100512;22014;102.24;4;41.63;6;10;40;15;8;18;3;17584;5.84;0;0.0173116;3483618571;4482411429;0.320322857;3110062857;33287171.43;8029201429;8150374286;0.811791429
19;32238;110112;23.67;103.2;10;37.55;12;6;22;7;8;48;2;13072;18288;0.219356857;0.722863714;4965298571;7374947143;0.685376286;6600375714;27850842.86;5769385714;3264934286;0.065894414
9;31302;91.68;20142;63456;4;33.23;6;6;17;11;7;45;4;10096;12272;0.202194286;0.554906286;4993898571;3276991429;0.918575714;7556028571;28861657.14;6575484286;7229187143;0.132233429
11;33174;112032;32238;48.48;9;38.45;7;11;33;13;11;37;7;7664;10896;0;0.023256957;3523638571;4522722857;0.99992;2770465714;30794657.14;6695800;4931831429;0.804289571
22;18.81;64992;30258;117984;10;41.51;12;13;21;7;8;28;3;16.72;19824;0;0.012553971;3515127143;4514051429;0.715495571;329956;31220771.43;8446250;172070;0.814084143
10;35406;104928;29106;119904;2;39.71;11;12;25;12;8;34;5;8272;13168;0.138131429;0.481279143;4731762857;253783;0.825604857;1088004286;32311414.29;5053210;1175704286;0.171559286
22;27054;83232;23238;88224;3;39.23;5;10;49;10;5;38;4;4368;11344;0;0.0118644;3521207143;452025;0.99992;3617791429;30162285.71;3699298571;16879928.57;0.814444
23;28854;50.4;32202;52704;2;48.47;8;15;25;11;11;45;2;16784;18928;0;0.014021671;3482717143;4481448571;0.501774;8682852857;27392500;5111180;7846882857;0.814624143
8;22.95;82656;28098;100.32;10;25.13;9;11;47;8;15;17;4;14384;12624;0;0.020900186;353075;4529982857;0.320671429;2726437143;33581857.14;22062328.57;13648828.57;0.805848571
13;19782;71904;35262;64992;3;40.37;7;7;28;6;14;31;6;15568;12656;0;0.020661543;3514982857;4513948571;0.812640286;6092092857;22144971.43;2307381429;1029177714;0.807044143
11;32.49;65184;34326;114144;9;28.67;6;12;13;8;6;29;4;13616;16.24;0.077404314;0.585349571;4423194286;402507;0.793507857;3168554286;29239057.14;7226500;4662904286;0.140159714
16;20.97;105.12;24498;97.44;7;23.45;10;8;25;14;11;37;2;10896;8.08;0;0.009751373;3577345714;457726;0.99992;4205778571;32423857.14;5668688571;1678675714;0.813467571
10;23166;95.52;27738;66336;10;38.93;8;12;18;9;9;36;3;9296;6.8;0.270031571;0.575780571;5228731429;351314;0.99992;2772985714;29258214.29;7766002857;2199128571;0.115957857
9;29.61;84384;23.85;133.92;6;33.11;13;15;50;8;6;21;5;17968;12.72;0;0.024477414;3539932857;4539291429;0.579207286;2995564286;34604014.29;15125214.29;9161900;0.802527429
22;35.91;64032;30366;121.44;2;34.97;11;8;31;13;10;14;4;10192;18384;0;0.010576029;3494735714;44936;0.205313286;4901651429;36541485.71;13395242.86;2855392857;0.817003714
24;25758;131808;32526;132192;4;40.49;13;15;34;12;9;13;6;19248;9968;0;0.138516143;3476794286;1530592857;0.135586429;9104768571;36742685.71;19997371.43;2236780;0.596877
14;35262;125088;31302;52.32;9;45.11;10;12;22;5;10;15;2;15696;6224;0.424964143;0.711039143;5662982857;6225692857;0.625040286;3543085714;30331314.29;12861142.86;9222421429;0.063399629
18;20718;77856;19962;64.8;7;29.75;5;6;45;14;14;24;5;18448;11056;0;0.010996686;3541174286;454058;0.734661;7859794286;28083928.57;3781150;8084404286;0.814398571
9;23562;110688;33714;115872;11;40.67;5;7;16;13;7;43;4;10608;6992;0.452633286;0.630996429;5766788571;4342335714;0.986621714;5023654286;29903671.43;278886;1345954286;0.084154586
12;29.43;116.64;18414;111456;9;32.39;7;14;44;9;9;28;2;13392;10.96;0;0.017958729;3542884286;4542281429;0.798418;3954452857;28349971.43;10531271.43;1644242857;0.808191571
8;19746;137184;26046;120096;3;46.13;9;10;29;12;6;35;4;19.12;15376;0.252236143;0.380792429;5133288571;179537;0.347375;2004211429;32031328.57;2482384286;2898885714;0.185059286
15;30474;136992;30438;99744;12;44.51;12;13;46;8;9;50;6;10.96;9936;0;0.0197431;3508264286;450711;0.99992;2776835714;27770157.14;1990754286;4795147143;0.808055857
10;23.13;88224;32634;81888;9;26.57;6;13;33;15;13;39;6;4.72;10.32;0;0.0176781;3564141429;4563861429;0.99992;2759401429;34898542.86;21085100;18818685.71;0.807510286
23;32814;67488;24822;110688;2;37.67;8;6;46;8;5;31;7;19088;9584;0;0.010897286;3496991429;4495875714;0.364224429;3131077143;29937314.29;4326607143;9729472857;0.816552286
